Sent_id,sentence,term1,b1,e1,term2,b2,e2,cause sentence-relation score,sentence clarity,cause crowd training score for 0.1 neg/pos thresh,cause crowd training score for 0.2 neg/pos thresh,cause crowd training score for 0.3 neg/pos thresh,cause crowd training score for 0.4 neg/pos thresh,cause crowd training score for 0.5 neg/pos thresh,cause crowd training score for 0.6 neg/pos thresh,cause crowd training score for 0.7 neg/pos thresh,cause crowd training score for 0.8 neg/pos thresh,cause crowd training score for 0.9 neg/pos thresh,cause baseline training score,cause single training score,distant supervision term1,distant supervision term2,UMLS seed relation
903573,In 243 cases of VERRUCA VULGARIS about 85% of the epidermal efflorescences caused by the WART VIRUS were cured by two or more applications of Solcoderm in ambulant therapy.,VERRUCA VULGARIS,16,32,WART VIRUS,89,98,1,1,1,1,1,1,1,1,1,1,1,1,1,WART VIRUS,VERRUCA VULGARIS,RO-has_causative_agent
903579,"No major differences in the severity of HEROIN DEPENDENCE were detected among users with 5 or more years of HEROIN USE (long term users), but differences were found among newer users (SDS mean scores, 7.3 in heroin injectors; 7.9 in smokers and 4.6 in sniffers; P = 0.006), especially those with fewer than 3 years of use.",HEROIN DEPENDENCE,40,57,HEROIN USE,108,117,0.979957887,0.979957887,0.996659647833333,0.9962421038125,0.9957052615,0.99498947175,0.9939873661,0.992484207625,0.9899789435,0.98496841525,0.9699368305,1,1,HEROIN,HEROIN DEPENDENCE,RO-has_causative_agent
903581,ENDOTOXEMIA was evoked by bolus injection of ESCHERICHIA COLI ENDOTOXIN (2 ng/kg body weight) in six healthy subjects to investigate the early kinetics of cytokine release in relation to the development of clinical and hematologic abnormalities frequently seen in gram negative septicemia.,ENDOTOXEMIA,0,11,ESCHERICHIA COLI ENDOTOXIN,45,71,0.9486832981,0.9486832981,0.99144721635,0.99037811839375,0.989003563878571,0.987170824525,0.98460498943,0.9807562367875,0.97434164905,0.961512473575,0.92302494715,1,-1,ENDOTOXIN,ENDOTOXEMIA,RO-has_causative_agent
903602,Hepatitis B e ANTIGEN HBEAG NEGATIVE CHRONIC HEPATITIS B results from infection with HEPATITIS B VIRUS mutants unable to produce HBeAg.,ANTIGEN HBEAG NEGATIVE CHRONIC HEPATITIS B,14,56,HEPATITIS B VIRUS,85,101,1,1,1,1,1,1,1,1,1,1,1,1,1,HEPATITIS B VIRUS,CHRONIC HEPATITIS B,RO-has_causative_agent
903605,BACILLUS ANTHRACIS is the causative agent of ANTHRAX and the spore form of the bacterium represents the infectious particle introduced into a host.,ANTHRAX,45,52,BACILLUS ANTHRACIS,0,17,1,1,1,1,1,1,1,1,1,1,1,1,1,BACILLUS ANTHRACIS,ANTHRAX,RO-has_causative_agent
903610,"FORMALDEHYDE TOXICITY was partly reversible because once the FORMALDEHYDE CONCENTRATION was extremely low or virtually removed from the system, the methane production rate was partially recovered.",FORMALDEHYDE TOXICITY,0,21,FORMALDEHYDE CONCENTRATION,61,86,0.6761234038,0.6761234038,0.9460205673,0.9392731382125,0.930597872242857,0.91903085095,0.90283702114,0.878546276425,-0.855116413471429,-0.8732268617875,-0.887312766033333,1,1,FORMALDEHYDE,FORMALDEHYDE TOXICITY,RO-has_causative_agent
903638,"1   If staphylococci resistant to penicillinase resistant penicillins (oxacillin resistant [methicillin resistant] STAPHYLOCOCCI are prevalent in the hospital or community, empiric therapy of suspected STAPHYLOCOCCAL INFECTIONS should include another appropriate anti infective (e.g., vancomycin.",STAPHYLOCOCCAL INFECTIONS,202,227,STAPHYLOCOCCI,115,127,0.7624928517,0.7624928517,0.960415475283333,0.95546740969375,0.949105611078571,0.940623212925,0.92874785551,0.9109348193875,0.88124642585,-0.85703259030625,-0.87291785805,1,-1,STAPHYLOCOCCI,STAPHYLOCOCCAL INFECTIONS,RO-has_causative_agent
903639,"FUNGAL INFECTIONS may be caused by several FUNGI the most important of these being Candida species including C. albicans, C. glabrata, C. krusei, C. tropicalis, C. parapsilosis, and C. guillermondii.",FUNGAL INFECTIONS,0,17,FUNGI,43,48,0.9931270663,0.9931270663,0.99885451105,0.99871132493125,0.998527228492857,0.998281766575,0.99793811989,0.9974226498625,0.99656353315,0.994845299725,0.98969059945,1,1,FUNGI,FUNGAL INFECTIONS,RO-has_causative_agent
903672,To better understand the mechanisms contributing to altered airway reactivity in the MECONIUM ASPIRATION SYNDROME in this study we investigated whether there could be a MECONIUM DOSE DEPENDENT RESPONSE of tracheal smooth muscle and lung tissue reactivity to histamine and acetylcholine in vitro.,MECONIUM DOSE DEPENDENT RESPONSE,169,200,MECONIUM ASPIRATION SYNDROME,85,113,0.5773502692,0.7698003589,0.9295583782,0.920753175475,0.909432200542857,0.8943375673,0.87320508076,-0.8556624327,-0.876282085171429,-0.891746824525,-0.903774955133333,1,-1,MECONIUM,MECONIUM ASPIRATION SYNDROME,RO-has_causative_agent
903673,"To verify the possibility of different role of JC virus genotypes in the etiology of progressive multifocal leukoencephalopathy, we analysed several JC VIRUS ISOLATES amplified from AIDS patients with and without progressive MULTIFOCAL LEUKOENCEPHALOPATHY and healthy controls by nucleotide sequencing.",MULTIFOCAL LEUKOENCEPHALOPATHY,225,255,JC VIRUS ISOLATES,149,165,0.8111071057,0.8111071057,0.96851785095,0.96458258231875,0.959522951221429,0.952776776425,0.94333213171,0.9291651646375,0.90555355285,0.858330329275,-0.864815482383333,1,-1,JC VIRUS,MULTIFOCAL LEUKOENCEPHALOPATHY,RO-has_causative_agent
903692,"Convalescent phase sera from patients with HEMORRHAGIC FEVER WITH RENAL SYNDROME (HFRS) having higher IF antibody titers to Hantaan virus than to nephropathia epidemica (NE) virus were capable of neutralizing HANTAAN VIRUS, while sera from patients with higher IF antibody titers to NE virus than Hantaan virus did not contain neutralizing antibody to Hantaan virus.",HEMORRHAGIC FEVER WITH RENAL SYNDROME,43,80,HANTAAN VIRUS,209,221,0.4522670169,0.7537783614,0.908711169483333,0.89730006566875,0.882628646478571,0.863066754225,-0.86431989493,-0.886933245775,-0.903085639235714,-0.91519993433125,-0.92462216385,1,-1,HANTAAN VIRUS,HEMORRHAGIC FEVER WITH RENAL SYNDROME,RO-has_causative_agent
903707,9  Trichuriasis  Treatment of TRICHURIASIS   +    caused by  TRICHURIS TRICHIURA  (whipworm.,TRICHURIASIS,30,42,TRICHURIS TRICHIURA,61,79,0.9853292782,0.9853292782,0.9975548797,0.9972492396625,0.9968562739,0.99633231955,0.99559878346,0.994498479325,0.9926646391,0.98899695865,0.9779939173,1,1,TRICHURIS TRICHIURA,TRICHURIASIS,RO-has_causative_agent
903720,"In view of these data, the length of cadmium exposure and the life span of animals as well as epidemiological data published elsewhere, factors other than CADMIUM may also be involved in the development of ITAI ITAI DISEASE.",ITAI ITAI DISEASE,206,223,CADMIUM,155,161,0.9701425001,0.9701425001,0.995023750016667,0.99440171876875,0.993601964307143,0.992535625025,0.99104275003,0.9888034375375,0.98507125005,0.977606875075,0.95521375015,1,-1,CADMIUM,ITAI-ITAI,RO-has_causative_agent
903731,The objective of this study is to identify gender related differences in the types of symptoms and DRUGS reported to cause an ADVERSE DRUG REACTION,ADVERSE DRUG REACTION,126,147,DRUGS,99,103,0.9801960588,0.9801960588,0.996699343133333,0.996286761025,0.995756298314286,0.9950490147,0.99405881764,0.99257352205,0.9900980294,0.9851470441,0.9702940882,1,-1,DRUGS,ADVERSE DRUG REACTION,RO-has_causative_agent
903737,Herpes ZOSTER (SHINGLES) is caused when the VARICELLA ZOSTER VIRUS that has remained latent since an earlier varicella infection (chicken pox) is reactivated.,ZOSTER (SHINGLES),7,24,VARICELLA ZOSTER VIRUS,44,65,1,1,1,1,1,1,1,1,1,1,1,1,1,VARICELLA ZOSTER VIRUS,SHINGLES,RO-has_causative_agent
903738,An affective model suggests that NICOTINE DEPENDENCE should be related to an individual's tendency to experience negative affect and expectations that NICOTINE use would ameliorate such affect.,NICOTINE DEPENDENCE,33,52,NICOTINE,33,40,0.9759000729,0.9759000729,0.995983345483333,0.99548126366875,0.994835729907143,0.993975018225,0.99277002187,0.9909625273375,0.98795003645,0.981925054675,0.96385010935,1,1,NICOTINE,NICOTINE DEPENDENCE,RO-has_causative_agent
903744,YERSINIA PESTIS the causative agent of PLAGUE has a feature of forming multicellular aggregates at liquid air interface around the wall of glass tube.,PLAGUE,39,45,YERSINIA PESTIS,0,15,1,1,1,1,1,1,1,1,1,1,1,1,1,YERSINIA PESTIS,PLAGUE,RO-has_causative_agent
903748,"LEPROSY is unique in terms of the nature of the causative organism (MYCOBACTERIUM LEPRAE the chronicity of the disease, its prolonged treatment and the definitions of cure and relapse.",LEPROSY,0,7,MYCOBACTERIUM LEPRAE,68,87,0.9594032236,0.9594032236,0.9932338706,0.992388104425,0.991300690771429,0.9898508059,0.98782096708,0.98477620885,0.9797016118,0.9695524177,0.9391048354,1,1,MYCOBACTERIUM LEPRAE,LEPROSY,RO-has_causative_agent
903749,TARDIVE DYSKINESIA (TD) is a common side effect of LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS.,TARDIVE DYSKINESIA,0,18,LONG TERM MEDICATION WITH TYPICAL NEUROLEPTICS,51,96,0.9965457582,0.9965457582,0.999424293033333,0.9993523296625,0.999259805328572,0.99913643955,0.99896372746,0.998704659325,0.9982728791,0.99740931865,0.9948186373,1,1,MEDICATION,TARDIVE DYSKINESIA,RO-has_causative_agent
903769,The Tat protein of the HUMAN IMMUNODEFICIENCY VIRUS (HIV) has been implicated in the pathophysiology of the neurocognitive deficits associated with HIV INFECTION,HUMAN IMMUNODEFICIENCY VIRUS (HIV),23,56,HIV INFECTION,148,161,0.3127716211,0.9383148633,0.88546193685,0.87114467895625,0.85273677595,-0.8827106420875,-0.90616851367,-0.921807094725,-0.932977509764286,-0.94135532104375,-0.947871396483333,1,-1,HUMAN IMMUNODEFICIENCY VIRUS (HIV,HIV INFECTION,RO-has_causative_agent
903773,"prolonged QT interval, torsades de pointes) [ 1 ] Concomitant use contraindicated [ 1 ]   Digoxin Increased digoxin plasma concentrations [ 1 ] If used concomitantly, monitor digoxin plasma concentrations [ 1 ]   Ergot alkaloids (ergotamine, dihydroergotamine) Possible pharmacokinetic interaction (increased plasma concentrations of ERGOT ALKALOIDS resulting in ERGOTISM) [ 1 ] Concomitant use contraindicated [ 1 ]   Glipizide No clinically important pharmacokinetic interactions; hypoglycemia reported [ 1 ] Dosage adjustments not needed; monitor blood glucose concentrations according to current recommendations for patients with diabetes [ 1 ]   Halofantrine.",ERGOTISM,363,371,ERGOT ALKALOIDS,334,348,0.9958932065,0.9958932065,0.999315534416667,0.99922997621875,0.999119972821429,0.998973301625,0.99876796195,0.9984599524375,0.99794660325,0.996919904875,0.99383980975,1,1,ERGOT,ERGOTISM,RO-has_causative_agent
903784,A primer pair derived from the 17 kDa antigen sequence of RICKETTSIA RICKETTSII amplified specifically a 434 bp DNA fragment from the genome of ROCKY MOUNTAIN SPOTTED FEVER and endemic and epidemic typhus.,ROCKY MOUNTAIN SPOTTED FEVER,144,172,RICKETTSIA RICKETTSII,58,78,0.5897678246,0.7372097808,0.931627970766667,0.9230814671125,0.912093105271429,0.89744195615,0.87693034738,-0.85255804385,-0.873621180442857,-0.8894185328875,-0.901705362566667,1,1,RICKETTSIA RICKETTSII,ROCKY MOUNTAIN SPOTTED FEVER,RO-has_causative_agent
903785,VARIOLA MAJOR VIRUS the causative agent of SMALLPOX encodes the dual specificity H1 phosphatase.,SMALLPOX,43,50,VARIOLA MAJOR VIRUS,0,18,1,1,1,1,1,1,1,1,1,1,1,1,1,VARIOLA MAJOR VIRUS,SMALLPOX,RO-has_causative_agent
903789,"Overall, they can be divided into: a) medications that act on the inflammatory response triggered by ischemia/reperfusion, such as anti CD11/CD18 antibodies and anti complement, and b) MEDICATIONS that enhance metabolic TOLERANCE such as glucose insulin potassium solution and inhibitors of the Na+/H+ ion exchange system.",MEDICATIONS,185,195,TOLERANCE,220,229,0.1458649915,0.875189949,0.85764416525,-0.890601256375,-0.92706750425,-0.9453006281875,-0.95624050255,-0.963533752125,-0.968743216107143,-0.97265031409375,-0.975689168083333,1,-1,MEDICATIONS,TOLERANCE,RO-has_causative_agent
903797,"Although dermatophytes are the most common agents of SUPERFICIAL MYCOSES in humans and animals, the molecular basis of the pathogenicity of these FUNGI is largely unknown.",SUPERFICIAL MYCOSES,53,72,FUNGI,146,151,0.6401843997,0.6401843997,0.940030733283333,0.93253457494375,0.922896657078571,0.910046099925,0.89205531991,0.8650691498875,-0.862817628635714,-0.87996542505625,-0.89330260005,1,1,FUNGI,MYCOSES,RO-has_causative_agent
903801,HANTAVIRUS PULMONARY SYNDROME (HPS) is a viral infection from a new strain of HANTAVIRUS,HANTAVIRUS PULMONARY SYNDROME,0,29,HANTAVIRUS,0,10,0.9438798074,0.9438798074,0.990646634566667,0.9894774638875,0.987974244442857,0.98596995185,0.98316394222,0.978954927775,0.9719399037,0.95790985555,0.9158197111,1,1,HANTAVIRUS,HANTAVIRUS PULMONARY SYNDROME,RO-has_causative_agent
903808,The former is consistent with the concept of an agent with an independent genome while the latter is consistent with the concept that 'strain of agent' is another expression of the involvement of PRION PROTEIN in the pathogenesis of TRANSMISSIBLE SPONGIFORM ENCEPHALOPATHY,TRANSMISSIBLE SPONGIFORM ENCEPHALOPATHY,233,272,PRION PROTEIN,196,208,0.924500327,0.924500327,0.987416721166667,0.9858438113125,0.983821498642857,0.98112508175,0.9773500981,0.971687622625,0.9622501635,0.94337524525,0.8867504905,1,1,PRION PROTEIN,TRANSMISSIBLE SPONGIFORM ENCEPHALOPATHY,RO-has_causative_agent
903809,This is in accordance with the phylogenetic relationship of this BACTERIUM as well as with known epidemiological aspects of WHIPPLE'S DISEASE,BACTERIUM,65,73,WHIPPLE'S DISEASE,124,141,0.6469966392,0.7548294124,0.941166106533333,0.93381186985,0.924356422685714,0.9117491598,0.89409899176,0.8676237397,-0.861357863028571,-0.87868813015,-0.8921672268,1,-1,BACTERIUM,WHIPPLE'S DISEASE,RO-has_causative_agent
903820,The CAPTIA Syphilis G enzyme immunoassay for the detection of antibodies to TREPONEMA PALLIDUM was evaluated as a screening test for SYPHILIS in comparison with the standard rapid plasma reagin (RPR) test.,TREPONEMA PALLIDUM,76,93,SYPHILIS,133,141,0.2309401077,0.9237604307,0.871823351283333,0.85580127019375,-0.88452994615,-0.9133974596125,-0.93071796769,-0.942264973075,-0.950512834064286,-0.95669872980625,-0.96150998205,1,-1,TREPONEMA PALLIDUM,SYPHILIS,RO-has_causative_agent
903829,Disturbances in tracheal MUCOUS TRANSPORT DURING VIRUS INFECTION appear to depend upon the type of virus and are most severe in influenza A and respiratory syncytial VIRUS infection.,MUCOUS TRANSPORT DURING VIRUS INFECTION,25,64,VIRUS,49,54,0.7745966692,0.7745966692,0.9624327782,0.957736875475,0.951699286257143,0.9436491673,0.93237900076,0.91547375095,0.8872983346,-0.854763124525,-0.870900555133333,1,1,VIRUS,VIRUS INFECTION,RO-has_causative_agent
903889,Pertussis toxin is a major virulence factor of BORDETELLA PERTUSSIS the causative agent of WHOOPING COUGH,WHOOPING COUGH,91,105,BORDETELLA PERTUSSIS,47,66,1,1,1,1,1,1,1,1,1,1,1,1,1,BORDETELLA PERTUSSIS,WHOOPING COUGH,RO-has_causative_agent
903891,65   The older nonsedating antihistamines terfenadine and astemizole were associated with prolongation of the QT interval and the occurrence of atypical (torsade de pointes) ventricular tachycardia after both OVERDOSE and coadministration of macrolide antibiotics or other DRUGS that interfere with their elimination.,OVERDOSE,209,217,DRUGS,273,278,0.8838834765,0.8838834765,0.980647246083333,0.97822815184375,0.975117887821429,0.970970869125,0.96516504295,0.9564563036875,0.94194173825,0.912912607375,-0.85268608725,1,1,DRUGS,OVERDOSE,RO-has_causative_agent
903897,Treatment of CANDIDEMIA is more complicated because of the changing epidemiology of CANDIDA and introduction of newer antifungal agents.,CANDIDEMIA,13,23,CANDIDA,84,90,0.8192880304,0.8192880304,0.9698813384,0.9661165057,0.961276006514286,0.9548220076,0.94578640912,0.9322330114,0.9096440152,0.8644660228,-0.863451994933333,1,-1,CANDIDA,CANDIDEMIA,RO-has_causative_agent
903918,The proposed unifying model of natural POLIOVIRUS evolution has important implications for the epidemiology of POLIOMYELITIS,POLIOMYELITIS,111,124,POLIOVIRUS,39,48,0.4886777774,0.8551861105,0.914779629566667,0.9041270832625,0.8904309523,0.87216944435,-0.85339666678,-0.87783055565,-0.895283333414286,-0.9083729167375,-0.918553703766667,1,-1,POLIOVIRUS,POLIOMYELITIS,RO-has_causative_agent
903926,BACILLUS ANTHRACIS is a Gram positive bacillus that is the causative agent of ANTHRAX,ANTHRAX,78,85,BACILLUS ANTHRACIS,0,17,0.9950371902,0.9950371902,0.999172865033333,0.9990694731625,0.998936540757143,0.99875929755,0.99851115706,0.998138946325,0.9975185951,0.99627789265,0.9925557853,1,1,BACILLUS ANTHRACIS,ANTHRAX,RO-has_causative_agent
903967,ALUMINUM INTOXICATION is common in patients with chronic renal failure because of absorption of aluminum during dialysis from ALUMINUM containing dyalysate water and ingestion of phosphate binders containing aluminum.,ALUMINUM INTOXICATION,0,21,ALUMINUM,0,7,0.8432740427,0.8432740427,0.973879007116667,0.97061388300625,0.966415866292857,0.960818510675,0.95298221281,0.9412277660125,0.92163702135,0.882455532025,-0.859454326216667,1,-1,ALUMINUM,ALUMINUM INTOXICATION,RO-has_causative_agent
903979,"The specificity of these antibodies was tested by immunoblotting with a panel of crude protein antigens from 12 bacteria causing enteric fever and ENTERIC FEVER like illness: S TYPHI S. paratyphi A, S. paratyphi B, S. paratyphi C, S. choleraesuis, S. enteritidis, S. krefeld, S. panama, S. typhimurium, Escherichia coli, Pseudomonas pseudomallei, and Yersinia enterocolitica.",ENTERIC FEVER,147,160,S TYPHI,175,181,0.6509445549,0.6509445549,0.941824092483333,0.93455210404375,0.925202404621429,0.912736138725,0.89528336647,0.8691042080875,-0.860511881092857,-0.87794789595625,-0.89150924085,1,1,S. TYPHI,ENTERIC FEVER,RO-has_causative_agent
903981,"In order to understand the mechanism of prevention of endotoxic shock and evaluate the pathological changes taking place, an animal model of ENDOTOXIC SHOCK was established by intravenous injection of ENDOTOXIN into rats, which were then treated with a hepatic stimulating substance, hepatopoietin (HPN.",ENDOTOXIC SHOCK,141,156,ENDOTOXIN,201,209,0.9561828875,0.9561828875,0.992697147916667,0.99178429140625,0.99061061875,0.989045721875,0.98685486625,0.9835685828125,0.97809144375,0.967137165625,0.93427433125,1,1,ENDOTOXIN,ENDOTOXIC SHOCK,RO-has_causative_agent
903986,LEPROSY (hanseniasis) is caused by chronic infection with MYCOBACTERIUM LEPRAE (M. leprae.,LEPROSY,0,7,MYCOBACTERIUM LEPRAE,58,78,0.9950371902,0.9950371902,0.999172865033333,0.9990694731625,0.998936540757143,0.99875929755,0.99851115706,0.998138946325,0.9975185951,0.99627789265,0.9925557853,1,1,MYCOBACTERIUM LEPRAE,LEPROSY,RO-has_causative_agent
903990,The results highlight the importance of gluten challenge and intestinal biopsy in the diagnosis of coeliac disease and strongly suggest that a normal biopsy after a 3 month GLUTEN challenge (as described above) excludes COELIAC DISEASE.,COELIAC DISEASE,220,235,GLUTEN,173,178,0.4961389384,0.7442084075,0.9160231564,0.90552605095,0.892029772514286,0.8740347346,-0.85115831848,-0.8759652654,-0.8936845132,-0.90697394905,-0.917310176933333,1,-1,GLUTEN,COELIAC DISEASE,RO-has_causative_agent
903998,Efficacious FeLV vaccines prevent persistent VIREMIA and development of FeLV related disease after VIRUS EXPOSURE but not minimal viral replication and a provirus positive state as recently demonstrated using sensitive real time PCR assays.,VIREMIA,45,52,VIRUS EXPOSURE,99,112,0.966736489,0.966736489,0.9944560815,0.9937630916875,0.992872104785714,0.99168412225,0.9900209467,0.987526183375,0.9833682445,0.97505236675,0.9501047335,1,1,VIRUS,VIREMIA,RO-has_causative_agent
905008,"In TEMPORAL LOBE EPILEPSY, excitatory amino acid receptors in the hippocampus and TEMPORAL LOBE may contribute to both increased excitability and vulnerability to excitotoxic damage",TEMPORAL LOBE,82,95,TEMPORAL LOBE EPILEPSY,3,25,0,0.8846517369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,TEMPORAL LOBE,TEMPORAL LOBE EPILEPSY,RO-has_finding_site
905016,We studied the clinicopathological features of four EARLY GASTRIC CANCER patients with DSCs in the submucosal layer of the STOMACH,STOMACH,123,129,EARLY GASTRIC CANCER,52,72,0,0.953998092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,STOMACH,EARLY GASTRIC CANCER,RO-has_finding_site
905028,"Sixty liver patients (ACUTE VIRAL HEPATITIS alcoholic fatty LIVER and liver cirrhosis), without overt renal disease, have been studied and compared to controls.",LIVER,60,64,ACUTE VIRAL HEPATITIS,22,43,0.1290994449,0.9036961141,0.854849907483333,-0.903175416325,-0.93545027755,-0.9515877081625,-0.96127016653,-0.967725138775,-0.972335833235714,-0.97579385408125,-0.97848342585,-1,-1,LIVER,ACUTE VIRAL HEPATITIS,RO-has_finding_site
905031,The ACUTE CONTACT DERMATITIS causes many different lesions on the SKIN,SKIN,66,69,ACUTE CONTACT DERMATITIS,4,28,0.4886777774,0.8551861105,0.914779629566667,0.9041270832625,0.8904309523,0.87216944435,-0.85339666678,-0.87783055565,-0.895283333414286,-0.9083729167375,-0.918553703766667,-1,-1,SKIN,ACUTE CONTACT DERMATITIS,RO-has_finding_site
905037,The disease is characterized by stenosis or occlusion of the terminal portions of the BILATERAL INTERNAL CAROTID ARTERIES and abnormal vascular network in the vicinity of the ARTERIAL OCCLUSION,BILATERAL INTERNAL CAROTID ARTERIES,86,120,ARTERIAL OCCLUSION,175,193,0,0.8427009716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ARTERIES,ARTERIAL OCCLUSION,RO-has_finding_site
905038,The evidence reviewed here supports the hypothesis that metal catalyzed oxidation reactions occur in the lens and may make a significant contribution to the changes seen in the LENS with age and in CATARACT FORMATION.,LENS,177,180,CATARACT FORMATION,198,216,0.5601120336,0.5601120336,0.926685338933333,0.9175210063,0.905738292914286,0.8900280084,0.86803361008,-0.8599719916,-0.8799759928,-0.8949789937,-0.9066479944,-1,-1,LENS,CATARACT,RO-has_finding_site
905046,TUBERCULOUS INVOLVEMENT OF PITUITARY is extremely rare and is usually not suspected while dealing with PITUITARY ADENOMAS even in patients with history of systemic tuberculosis.,TUBERCULOUS INVOLVEMENT OF PITUITARY,0,35,PITUITARY ADENOMAS,103,121,0.3481553119,0.8703882798,0.89135921865,0.87777912098125,0.860318995407143,-0.8694417580375,-0.89555340643,-0.912961172025,-0.925395290307143,-0.93472087901875,-0.941974114683333,-1,-1,PITUITARY,PITUITARY ADENOMAS,RO-has_finding_site
905057,Repeated exposures over a period of hours induce a state of tolerance in the SKIN so that URTICARIA fails to develop.,SKIN,77,80,URTICARIA,90,99,0.1195228609,0.9561828875,0.85325381015,-0.910357854325,-0.94023856955,-0.9551789271625,-0.96414314173,-0.970119284775,-0.974387958378571,-0.97758946358125,-0.980079523183333,-1,-1,SKIN,URTICARIA,RO-has_finding_site
905059,"DERMATITIS resulting from irritation or sensitization of the SKIN by urushiol, the toxic resin of the Rhus (Toxicodendron) family of plants.",DERMATITIS,0,10,SKIN,61,64,0.3487429162,0.92998111,0.8914571527,0.8778892967875,0.860444910614286,-0.869221406425,-0.89537712514,-0.91281427095,-0.9252693751,-0.9346107032125,-0.941876180633333,-1,-1,SKIN,DERMATITIS,RO-has_finding_site
905060,"No beta (A4) amyloid plaques or CAA were found in six marmosets who were older than the injected animals, in four marmosets that had not developed spongiform encephalopathy (SE) having been injected several years previously with HUMAN BRAIN TISSUE from three younger patients with SUSPECTED OR ATYPICAL PRION DISEASE or in 10 younger marmosets who had undergone various neurosurgical procedures.",HUMAN BRAIN TISSUE,229,246,SUSPECTED OR ATYPICAL PRION DISEASE,281,316,0.1400280084,0.8401680504,0.856671334733333,-0.8949789937,-0.9299859958,-0.94748949685,-0.95799159748,-0.9649929979,-0.9699939982,-0.973744748425,-0.9766619986,-1,-1,BRAIN TISSUE,PRION DISEASE,RO-has_finding_site
905062,The effect of repeated transient global ischemia and microdialysis on changes in aminergic neurotransmitter release was investigated using the RAT FOUR VESSEL OCCLUSION MODEL of global ISCHEMIA,RAT FOUR VESSEL OCCLUSION MODEL,143,173,ISCHEMIA,185,193,0.1324532357,0.9271726499,0.855408872616667,-0.900660073225,-0.93377338215,-0.9503300366125,-0.96026402929,-0.966886691075,-0.971617163778571,-0.97516501830625,-0.977924460716667,-1,-1,VESSEL,ISCHEMIA,RO-has_finding_site
905071,DERMATOFIBROMAS are very common SKIN TUMORS.,SKIN TUMORS,32,42,DERMATOFIBROMAS,0,15,0.0901669635,0.9918365981,-0.86474955475,-0.932374777375,-0.95491651825,-0.9661873886875,-0.97294991095,-0.977458259125,-0.980678507821429,-0.98309369434375,-0.98497217275,-1,-1,SKIN,DERMATOFIBROMAS,RO-has_finding_site
905078,The term INFLAMMATORY BOWEL DISEASE (IBD) represents different phenotypes of the idiopathic chronic inflammatory disease of GASTROINTESTINAL TRACT,GASTROINTESTINAL TRACT,124,146,INFLAMMATORY BOWEL DISEASE,9,35,0.5388159061,0.7184212081,0.92313598435,0.91352798239375,0.901174837021429,0.884703976525,0.86164477183,-0.865296023475,-0.884539448692857,-0.89897201760625,-0.910197348983333,-1,1,GASTROINTESTINAL TRACT,INFLAMMATORY BOWEL DISEASE,RO-has_finding_site
905080,"All patients had GASTROINTESTINAL TRACT symptoms, with 30 patients (91%) complaining of DIARRHEA and 23 patients (70%) complaining of vomiting; these symptoms occurred early in the disease and were of short duration.",DIARRHEA,88,96,GASTROINTESTINAL TRACT,17,39,0.943456353,0.943456353,0.990576058833333,0.9893980661875,0.987883504214286,0.98586408825,0.9830369059,0.978796132375,0.9717281765,0.95759226475,0.9151845295,-1,1,GASTROINTESTINAL TRACT,DIARRHEA,RO-has_finding_site
905095,The spectrum of SKIN DISEASES in such patients encompasses DERMATOSES OF DIVERSE ETIOLOGIES; a few are peculiar to patients with HIV while others are not.,SKIN DISEASES,16,28,DERMATOSES OF DIVERSE ETIOLOGIES,59,91,0.3049971407,0.7624928517,0.884166190116667,0.86968696388125,0.851070815864286,-0.8856260722375,-0.90850085779,-0.923750714825,-0.93464346985,-0.94281303611875,-0.949167143216667,-1,-1,SKIN,DERMATOSES,RO-has_finding_site
905117,"In contrast, all ITAM adapter deficient mice responded to OVX with BONE LOSS in both femur and tibia of approximately 40%, relative to basal BONE volumes.",BONE,67,70,BONE LOSS,67,76,0.1524985703,0.6099942813,0.858749761716667,-0.885626072275,-0.92375071485,-0.9428130361375,-0.95425042891,-0.961875357425,-0.967321734935714,-0.97140651806875,-0.974583571616667,-1,-1,BONE,BONE LOSS,RO-has_finding_site
905124,LENSES were examined with a slit lamp and CATARACTS were graded on a scale of 1+ to 4+.,LENSES,0,5,CATARACTS,42,51,0,0.9594032236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,LENSES,CATARACTS,RO-has_finding_site
905126,PORTAL HYPERTENSION was induced by GRADED PORTAL VEIN STENOSIS whereas controls had a sham operation.,PORTAL HYPERTENSION,0,19,GRADED PORTAL VEIN STENOSIS,35,61,0.9704949588,0.9704949588,0.995082493133333,0.994467804775,0.993677491171429,0.9926237397,0.99114848764,0.98893560955,0.9852474794,0.9778712191,0.9557424382,-1,-1,PORTAL VEIN,PORTAL HYPERTENSION,RO-has_finding_site
