Sent_id,relation,sentence_relation_score,crowd,baseline,expert,test_partition,term1,b1,e1,term2,b2,e2,sentence,term1_UMLS,term2_UMLS,UMLS_seed_relation
820120,treat,0.3611575593,-0.6388424407,1,-1,-1,HYPERGLYCEMIA,288,301,INSULIN STIMULATED GLUCOSE TRANSPORT,242,278,"In conclusion, in streptozocin diabetes (a) reduction of intrinsic activity plays a major and early role in the impairment of basal glucose transport; (b) a defect in transporter translocation is the mechanism responsible for the decrease in INSULIN STIMULATED GLUCOSE TRANSPORT; and (c) HYPERGLYCEMIA per se affects the insulin stimulated glucose transport by altering the transporter translocation.",HYPERGLYCEMIA,INSULIN,may treat
820121,treat,0.9058216273,0.9058216273,1,-1,1,OCD WITHOUT CONCOMITANT DEPRESSION,56,90,CLOMIPRAMINE,40,52,Thirdly the evidence of the efficacy of CLOMIPRAMINE in OCD WITHOUT CONCOMITANT DEPRESSION reported by Montgomery 1980 and supported by other studies suggests that 5 HT uptake inhibitors have a specifically anti obsessional effect.,DEPRESSION,CLOMIPRAMINE,may treat
820122,treat,0.5494422558,0.5494422558,1,-1,-1,NIDDM,21,26,METFORMIN,67,76,"IN POORLY CONTROLLED NIDDM SUBJECTS the primary MECHANISM BY WHICH METFORMIN IMPROVES GLYCEMIC CONTROL is related to the suppression of accelerated basal HGP, and this most likely is secondary to an inhibition of hepatic glycogenolysis.",NIDDM,METFORMIN,may treat
820123,treat,0.089802651,-0.910197349,1,-1,-1,HYPOPARATHYROIDISM,87,105,VITAMIN D,138,152,Controversial is the pathogenesis of the absence of hypocalcemia in many patients with HYPOPARATHYROIDISM and the cause of the deficit of VITAMIN D,HYPOPARATHYROIDISM,VITAMIN D,may treat
820124,treat,0.6882472016,0.6882472016,1,-1,1,LEUKEMIA,79,87,METHOTREXATE,135,147,"Resistance to methotrexate was developed by continuous exposure of P388 murine LEUKEMIA cells in vitro to increasing concentrations of METHOTREXATE up to 1 X 10( 7) M. Once established, the resistance to methotrexate was stable.",LEUKEMIA,METHOTREXATE,may treat
820127,treat,0.1084652289,-0.8915347711,1,-1,-1,A STRAIN OF STAPH,69,90,CLINDAMYCIN RESISTANCE,0,22,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,STAPH,CLINDAMYCIN,may treat
820129,treat,0.7811334659,0.7811334659,1,-1,-1,EDEMA,80,85,FUROSEMIDE,33,43,The occasional administration of FUROSEMIDE was not effective to reduce general EDEMA but served for the acceleration of lymphatic drainage after the release of the thoracic duct obstruction and the patient was extubated uneventfully on the sixth postoperative day.,EDEMA,FUROSEMIDE,may treat
820131,treat,0.4375949745,-0.5624050255,1,-1,-1,MYOCARDIAL INFARCTION,257,278,TISSUE PLASMINOGEN ACTIVATOR,188,216,"Coagulation factor VIII, von Willebrand factor, antithrombin, fibrinogen, plasminogen activator capacity, and inhibitors of fibrinolysis, including a recently discovered fast inhibitor of TISSUE PLASMINOGEN ACTIVATOR were measured three to six months after MYOCARDIAL INFARCTION in 116 male and 32 female patients aged less than 45 and in 136 age and sex matched random controls.",MYOCARDIAL INFARCTION,TISSUE PLASMINOGEN ACTIVATOR,may treat
820132,treat,0.1781741613,-0.8218258387,1,-1,-1,VENTRICULAR TACHYCARDIA,124,147,METOPROLOL,51,61,"The patient took in 120 mgs prajmaline and 600 mgs METOPROLOL during the day of the case, which leads to cardiogenic shock, VENTRICULAR TACHYCARDIA and ventricular fibrillation.",VENTRICULAR TACHYCARDIA,METOPROLOL,may treat
820133,treat,0.4815434123,-0.5184565877,1,-1,-1,MYOCARDIAL INFARCTION,68,89,HEPARIN,99,106,Aspirin must be combined with a thrombolytic agent in patients with MYOCARDIAL INFARCTION and with HEPARIN in patients with unstable angina.,MYOCARDIAL INFARCTION,HEPARIN,may treat
820134,treat,0.2948839123,-0.7051160877,1,-1,-1,DEPENDENT DIABETICS (IDDM,16,41,NON INSULIN DEPENDENT DIABETICS,70,101,10 were insulin DEPENDENT DIABETICS (IDDM 24 insulin requiring and 66 NON INSULIN DEPENDENT DIABETICS (NIDDM.,IDDM,NON-INSULIN,may treat
820135,treat,0.7624928517,0.7624928517,1,-1,1,PREECLAMPSIA,86,98,MAGNESIUM SULFATE,30,47,"In the US, the routine use of MAGNESIUM SULFATE for seizure prophylaxis in women with PREECLAMPSIA is an ingrained obstetric practice.",PREECLAMPSIA,MAGNESIUM SULFATE,may treat
820136,treat,0.2236067977,-0.7763932023,1,-1,-1,PUERPERAL OVARIAN VEIN THROMBOPHLEBITIS,212,251,HEPARIN INDUCED THROMBOCYTOPENIA,119,151,In contrast to difficulties in the management of puerperal ovarian vein thrombophlebitis  occurring independently from HEPARIN INDUCED THROMBOCYTOPENIA (surgical treatment necessary in most cases)  occurrence of PUERPERAL OVARIAN VEIN THROMBOPHLEBITIS in relation to heparin induced thrombocytopenia seems to response better to fibrinolysis and anticoagulation.,THROMBOPHLEBITIS,HEPARIN,may treat
820137,treat,0,-1,1,-1,-1,GOITERS,52,59,TRIIODOTHYRONINE,115,131,"Affected subjects are commonly eumetabolic and have GOITERS elevated plasma levels of total and free thyroxine and TRIIODOTHYRONINE normal thyroid hormone metabolism, and normal serum TSH levels (albeit high for the corresponding levels of thyroid hormone.",GOITERS,TRIIODOTHYRONINE,may treat
820139,treat,0.260377822,-0.739622178,1,-1,-1,ACQUIRED IMMUNODEFICIENCY SYNDROME,108,142,AZIDOTHYMIDINE,66,80,"Three other cases of porphyria cutanea tarda, not associated with AZIDOTHYMIDINE who subsequently developed ACQUIRED IMMUNODEFICIENCY SYNDROME have recently been described.",ACQUIRED IMMUNODEFICIENCY SYNDROME,AZIDOTHYMIDINE,may treat
820140,treat,0.9491579958,0.9491579958,1,-1,-1,DIABETES TYPE I AND II,67,89,INSULIN,107,114,Hypersecretion of insulin increases the chance of the incidence of DIABETES TYPE I AND II while inhibiting INSULIN secretion helps prevent diabetes.,DIABETES TYPE I,INSULIN,may treat
820143,treat,0.3849001795,-0.6150998205,1,-1,-1,ENDOCRINE HYPOGONADISM,267,289,TESTOSTERONE,218,230,"Gonadal hormone levels were categorised into three groups: 1: All gonadal hormones within normal range (normal), 2: Isolated elevated FSH, with LH, SHBG and testosterone within normal range (exocrine hypogonadism), 3: TESTOSTERONE below and/or LH above normal range (ENDOCRINE HYPOGONADISM).",HYPOGONADISM,TESTOSTERONE,may treat
820145,treat,0.8616404369,0.8616404369,1,NA,NA,DUODENAL ULCER,56,70,CIMETIDINE,0,10,CIMETIDINE was cost effective in both gastric ulcer and DUODENAL ULCER patients in the first 2 years after healing.,DUODENAL ULCER,CIMETIDINE,may treat
820146,treat,1,1,1,NA,NA,GOUT FLARE,18,28,COLCHICINE,49,59,152  Treatment of GOUT FLARE  >     Oral  Use of COLCHICINE for treatment of gout flare is not recommended in patients with renal impairment who are receiving the drug for prevention of gout flares.,GOUT,COLCHICINE,may treat
820147,treat,0.9970544855,0.9970544855,1,NA,NA,HYPOTHYROIDISM,76,90,LEVOTHYROXINE,0,13,LEVOTHYROXINE is the overwhelming choice of clinicians for the treatment of HYPOTHYROIDISM and for the suppression of goitre and thyroid nodules in selected cases.,HYPOTHYROIDISM,LEVOTHYROXINE,may treat
820148,treat,0.9941348468,0.9941348468,1,NA,NA,DUODENAL ULCERS,34,49,RANITIDINE,75,85,"For this purpose 30 patients with DUODENAL ULCERS were treated either with RANITIDINE alone (15) or together with bacampicillin (15), which was shown to be highly active in studies with ampicillin in vitro.",DUODENAL ULCERS,RANITIDINE,may treat
820149,treat,0.7385489459,0.7385489459,1,NA,NA,HYPOTHYROIDISM,71,85,INTRA AMNIOTIC THYROXINE,14,38,We argue that INTRA AMNIOTIC THYROXINE should not be used to treat the HYPOTHYROIDISM but only to correct the development of polyhydramnios.,HYPOTHYROIDISM,THYROXINE,may treat
820150,treat,0.6172133998,0.6172133998,1,NA,NA,MALARIA,108,115,CHLOROQUINE RESISTANCE,157,179,"We conclude that pre hospital treatment ingested chloroquine contributes significantly to the resolution of MALARIA in children in Ghana, in the presence of CHLOROQUINE RESISTANCE.",MALARIA,CHLOROQUINE,may treat
820151,treat,0.9237604307,0.9237604307,1,NA,NA,SERUM HEPATITIS B VIRUS DNA,300,327,HBSAG,332,345,"We assessed the safety and efficacy of thymosin fraction 5 and thymosin alpha 1 in a prospective, placebo controlled trial in 12 patients with chronic hepatitis B. All patients had histological and biochemical evidence of active liver disease for at least 6 mo before treatment and were positive for SERUM HEPATITIS B VIRUS DNA and HBSAG",SERUM HEPATITIS,HBSAG,may treat
820152,treat,0.6575959492,0.6575959492,1,NA,NA,MALARIA WITH HIV IN,117,136,ANTIMALARIAL DRUGS,78,96,"The diagnosis and management of malaria in pregnancy, including the safety of ANTIMALARIAL DRUGS and interactions of MALARIA WITH HIV IN pregnancy are reviewed.",MALARIA,ANTIMALARIAL DRUGS,may treat
820153,treat,0.291729983,-0.708270017,1,NA,NA,RHESUS DIPLOID RABIES VACCINE,43,72,RABIES VACCINE,58,72,"Berlin BS, Mitchell JR, Burgoyne GH et al. RHESUS DIPLOID RABIES VACCINE (adsorbed), a new RABIES VACCINE",RABIES,RABIES VACCINE,may treat
820154,treat,0.9258200998,0.9258200998,1,NA,NA,HYPOTHYROIDISM,131,145,LEVOTHYROXINE,100,113,"1  Clyde PW, Harari AE, Getka EJ, Shakir KM. Combined levothyroxine plus liothyronine compared with LEVOTHYROXINE alone in primary HYPOTHYROIDISM: a randomized controlled trial.",HYPOTHYROIDISM,LEVOTHYROXINE,may treat
820156,treat,0.953998092,0.953998092,1,NA,NA,CYTOMEGALOVIRUS INFECTION,71,96,GANCICLOVIR TREATMENT,38,59,"Keay S, Petersen E, Icenogle T et al. GANCICLOVIR TREATMENT of serious CYTOMEGALOVIRUS INFECTION in heart and heart lung transplant recipients.",CYTOMEGALOVIRUS INFECTION,GANCICLOVIR,may treat
820159,treat,0.9970544855,0.9970544855,1,NA,NA,PLAQUE,72,78,FLUORIDE DENTIFRICE,141,160,"Blocks of bovine enamel, covered with a steel mesh or a steel mesh plus PLAQUE or with neither, were treated in vitro with a 20% slurry of a FLUORIDE DENTIFRICE for 1 h.",PLAQUE,FLUORIDE,may treat
820160,treat,0.5773502692,0.5773502692,1,NA,NA,TUBERCULOSIS,73,85,ISONIAZID,105,114,Binding studies reveal that alpha 1 acid glycoprotein bind mainly to the TUBERCULOSIS drugs: rifampicin; ISONIAZID; pyrazinamide; p aminosalicylic acid; capreomycin; ethionamide; levofloxacin and ofloxacin out with the therapeutic plasma range tested.,TUBERCULOSIS,ISONIAZID,may treat
820161,treat,0,-1,1,NA,NA,HEPATITIS B INFECTIONS,78,100,HEPATITIS B,36,47,Among health workers susceptible to HEPATITIS B the incidence of new definite HEPATITIS B INFECTIONS was 1.0% per year in 362 health workers (804 person years of follow up observation) with frequent blood contact versus 0% per year in 258 health workers (534 person years of observation) with limited blood contact (p = 0.017.,HEPATITIS B INFECTIONS,HEPATITIS B,may treat
820162,treat,0.3872983346,-0.6127016654,1,NA,NA,DENTAL CARIES,74,87,FLUORIDE CONCENTRATION,107,129,A recent analysis of data from earlier papers on the relationship between DENTAL CARIES and drinking water FLUORIDE CONCENTRATION suggested that the commonly accepted inverse relationship did not exist.,DENTAL CARIES,FLUORIDE,may treat
820164,treat,0.7293249575,0.7293249575,1,NA,NA,PLASMODIUM VIVAX MALARIA,117,141,PRIMAQUINE,181,191,"The pharmacokinetics of primaquine have been studied in 13 G6PD normal and 13 G6PD deficient Thai male patients with PLASMODIUM VIVAX MALARIA who were given daily doses of 15 mg of PRIMAQUINE over 14 d, following a full course of chloroquine.",PLASMODIUM VIVAX MALARIA,PRIMAQUINE,may treat
820165,treat,0.979957887,0.979957887,1,NA,NA,DUODENAL ULCER,123,137,RANITIDINE,35,45,"As current therapeutic regimens of RANITIDINE decrease 24 h intragastric acidity submaximally, higher dosages may expedite DUODENAL ULCER healing.",DUODENAL ULCER,RANITIDINE,may treat
820166,treat,0.9799118699,0.9799118699,1,NA,NA,CORONARY ARTERY DISEASE,56,79,ATORVASTATIN,163,175,A total of 100 patients with coronary artery disease or CORONARY ARTERY DISEASE equivalent were randomized to atorvastatin 40 mg/day and ezetimibe 10 mg/day or to ATORVASTATIN 40 mg/day and placebo.,CORONARY ARTERY DISEASE,ATORVASTATIN,may treat
820167,treat,0.9830783046,0.9830783046,1,NA,NA,MYCOSES,71,78,AMPHOTERICIN B,0,14,"AMPHOTERICIN B is no longer used exclusively for classical deep seated MYCOSES; frequently, the drug is used as empiric treatment for candida and aspergillus infections.",MYCOSES,AMPHOTERICIN B,may treat
820169,treat,0.9931270663,0.9931270663,1,NA,NA,GASTRIC ULCERS,252,266,CIMETIDINE,280,298,The subjects were divided into four treatment groups: (1) subjects with duodenal ulcers treated with sucralfate; (2) subjects with duodenal ulcers treated with cimetidine; (3) subjects with gastric ulcers treated with sucralfate; and (4) subjects with GASTRIC ULCERS treated with CIMETIDINE,GASTRIC ULCERS,CIMETIDINE,may treat
820170,treat,0.9271726499,0.9271726499,1,NA,NA,MALARIA,5,12,CHLOROQUINE,31,42,When MALARIA is susceptible to CHLOROQUINE this drug (Nivaquine) has to be used.,MALARIA,CHLOROQUINE,may treat
820173,treat,0,-1,1,NA,NA,HYPOTHYROIDISM,175,189,THYROID,162,169,"Because of increasing concern over continuing medical and potential nonmedical exposure of the thyroid to radiation, risk estimates have been developed for acute THYROIDitis, HYPOTHYROIDISM and both benign and malignant thyroid nodules following exposure of the human thyroid to external and internal sources of ionizing radiation.",HYPOTHYROIDISM,THYROID,may treat
820175,treat,0.8728715609,0.8728715609,1,NA,NA,ANGINA,145,151,GLYCERYL TRINITRATE,65,84,"Both verapamil and propranolol caused a significant reduction in GLYCERYL TRINITRATE tablet consumption, days with angina pectoris and in severe ANGINA attacks compared to placebo.",ANGINA,GLYCERYL TRINITRATE,may treat
820176,treat,0.9897433186,0.9897433186,1,NA,NA,ASTHMA,250,256,BECLOMETASONE DIPROPIONATE,157,183,"Since the 2  to 3 fold increase in pulmonary deposition results in a 2.6  to 3 fold difference in relative efficacy for Qvar, half the dose of the reference BECLOMETASONE DIPROPIONATE formulation has been currently recommended in adult patients with ASTHMA a recommendation that is supported by a large number of clinical trials.",ASTHMA,BECLOMETASONE DIPROPIONATE,may treat
820177,treat,0.2041241452,-0.7958758548,1,NA,NA,SERUM HEPATITIS B VIRAL DNA,78,105,ANTI HCV AND HBSAG 1,39,59,Among 4 Asian patients with coexisting ANTI HCV AND HBSAG 1 was found to have SERUM HEPATITIS B VIRAL DNA and the other 3 had hepatitis C viral RNA.,SERUM HEPATITIS,HBSAG,may treat
820178,treat,0.9974586998,0.9974586998,1,NA,NA,VENOUS THROMBOSIS,55,72,DICOUMAROL,146,156,"The patients in this material had had 2 20 episodes of VENOUS THROMBOSIS the most recent 5 years before the institution of treatment, in spite of DICOUMAROL treatment.",VENOUS THROMBOSIS,DICOUMAROL,may treat
820180,treat,0.979957887,0.979957887,1,NA,NA,ASTHMA,253,259,NEDOCROMIL,82,92,"Of non steroidal agents that have well established positions in asthma treatment, NEDOCROMIL and cromolyn possess significant anti inflammatory effects, and theophylline and beta agonists possess some anti inflammatory effects of potential relevance to ASTHMA.",ASTHMA,NEDOCROMIL,may treat
820181,treat,0.8386278694,0.8386278694,1,NA,NA,PAIN,37,41,NAPROXEN,107,115,The effect of naproxen (Naprosyn) on PAIN alleviation was studied in a double blind cross over trial using NAPROXEN and placebo.,PAIN,NAPROXEN,may treat
820182,treat,0.9974586998,0.9974586998,1,NA,NA,OROFACIAL HERPES SIMPLEX,212,243,ACYCLOVIR,122,131,"As an established treatment of herpes simplex infection, intravenous, oral and to a lesser extent topical formulations of ACYCLOVIR provide significant therapeutic benefit in genital herpes simplex and recurrent OROFACIAL HERPES SIMPLEX",HERPES SIMPLEX,ACYCLOVIR,may treat
820183,treat,0.966736489,0.966736489,1,NA,NA,MALARIA,83,90,CHLOROQUINE,119,130,"There was no interference from drugs commonly administered to children with severe MALARIA (phenobarbitone, phenytoin, CHLOROQUINE quinine, sulfadoxine, pyrimethamine, halofantrine, cycloguanil, chlorcycloguanil, acetaminophen and salicylate.",MALARIA,CHLOROQUINE,may treat
820184,treat,0,-1,1,NA,NA,HEPATITIS B SEROLOGY IN SERUM,107,136,HBSAG,138,143,Forty five blood recipients were considered susceptible to hepatitis B virus infection because testing for HEPATITIS B SEROLOGY IN SERUM (HBSAG antibody to HBsAg and antibody to HBcAg) was negative before being transfused.,HEPATITIS B,HBSAG,may treat
820185,treat,0.6108472218,0.6108472218,1,NA,NA,PAIN,73,77,CAPSAICIN,164,173,The contribution of activity in spinothalamic tract (STT) neurons to the PAIN and neurogenic hyperalgesia produced by an intradermal injection of 100 micrograms of CAPSAICIN was investigated.,PAIN,CAPSAICIN,may treat
820186,treat,0.9931270663,0.9931270663,1,NA,NA,OPIOID INDUCED NAUSEA AND EMESIS,135,167,ONDANSETRON,76,87,The aim of this study was to compare the anti emetic efficacy and safety of ONDANSETRON placebo and metoclopramide in the treatment of OPIOID INDUCED NAUSEA AND EMESIS (OIE) in cancer patients.,NAUSEA,ONDANSETRON,may treat
820187,treat,0.8111071057,0.8111071057,1,NA,NA,MORPHINE RESISTANT PAIN,30,53,INTRATHECAL BUPIVACAINE,84,107,All patients appeared to have MORPHINE RESISTANT PAIN and had elected to proceed to INTRATHECAL BUPIVACAINE or percutaneous cordotomy.,PAIN,BUPIVACAINE,may treat
820189,treat,0.9970544855,0.9970544855,1,NA,NA,GENITAL HERPES,74,88,FAMCICLOVIR,0,11,"FAMCICLOVIR also has efficacy in the suppression of recurrent episodes of GENITAL HERPES and in the treatment of orolabial herpes, in immunocompetent patients.",GENITAL HERPES,FAMCICLOVIR,may treat
820193,treat,0.4242640687,-0.5757359313,1,NA,NA,CONGESTIVE HEART FAILURE,142,173,DIGOXIN,106,113,"Cleland JGF, Dargie HJ, Pettigrew A et al. The effects of captopril on serum digoxin and urinary urea and DIGOXIN clearances in patients with CONGESTIVE HEART FAILURE",CONGESTIVE HEART FAILURE,DIGOXIN,may treat
820194,treat,0.1386750491,-0.8613249509,1,NA,NA,DEHYDRATION,0,11,SALT STRESS,16,27,DEHYDRATION and SALT STRESS also induce its transcription and enzymatic activity in seedlings.,DEHYDRATION,SALT,may treat
820195,treat,0.9797958971,0.9797958971,1,NA,NA,GASTRIC ULCERS,60,74,RANITIDINE,111,121,"The results of this trial suggest that, in the treatment of GASTRIC ULCERS the early evening administration of RANITIDINE 300 mg is more effective than other modes of ingestion.",GASTRIC ULCERS,RANITIDINE,may treat
820196,treat,0.4866642634,-0.5133357366,1,NA,NA,"ADENOVIRUS (AD), HEPATITIS B RECOMBINANT (AD HEP B)",14,65,HEPATITIS B SURFACE ANTIGEN (HBSAG) GENE,108,148,"High yielding ADENOVIRUS (AD), HEPATITIS B RECOMBINANT (AD HEP B) viruses were prepared by insertion of the HEPATITIS B SURFACE ANTIGEN (HBSAG) GENE into the early region 3 (E3 region) of Ad4 or Ad7 vectors containing intact or largely deleted E3 regions.",HEPATITIS B,HEPATITIS B SURFACE ANTIGEN,may treat
820197,treat,0.9918365981,0.9918365981,1,NA,NA,PAIN,54,58,ASPIRIN,85,100,43 (63%) on iloprost treatment had complete relief of PAIN compared with 18 (28%) on ASPIRIN,PAIN,ASPIRIN,may treat
820199,treat,0.9970544855,0.9970544855,1,NA,NA,SYMPTOMATIC VENOUS THROMBOEMBOLISM,29,63,LOW MOLECULAR WEIGHT HEPARIN,89,117,CONCLUSION  In patients with SYMPTOMATIC VENOUS THROMBOEMBOLISM long term treatment with LOW MOLECULAR WEIGHT HEPARIN is possibly as effective and safe as long term treatment with vitamin K antagonists.,THROMBOEMBOLISM,HEPARIN,may treat
820201,treat,0.4330127019,-0.5669872981,1,NA,NA,LEVELS IN THE PLAQUE RESERVOIR IS,40,73,FLUORIDE,258,266,"It is postulated that the high fluoride LEVELS IN THE PLAQUE RESERVOIR IS responsible for the relatively low caries experience, the significant differences in caries experience between the groups and the poor correlation between dental caries experience and FLUORIDE concentration in drinking water.",PLAQUE,FLUORIDE,may treat
820204,treat,0.3244428423,-0.6755571577,1,NA,NA,CARIES,90,96,FLUORIDE CONCENTRATION IN ENAMEL,57,89,"The object of the present study was an attempt to relate FLUORIDE CONCENTRATION IN ENAMEL CARIES experience, and the degree of fluorosis in a community residing in an area with a high level of fluoride.",CARIES,FLUORIDE,may treat
820205,treat,0.9707253434,0.9707253434,1,NA,NA,TUBERCULOSIS,30,42,RIFAMPICIN,80,90,In patients with new detected TUBERCULOSIS 23.5% MBT resistant to isoniazid and RIFAMPICIN (MDR) and sensitive to fluoroquinolones were revealed.,TUBERCULOSIS,RIFAMPICIN,may treat
820210,treat,0,-1,1,NA,NA,PLAQUE ACID METABOLISM,49,71,FLUORIDE,25,33,The lack of an effect of FLUORIDE and xylitol on PLAQUE ACID METABOLISM is attributed to the variability of dental plaque and the low concentrations of active ingredients reaching the plaque.,PLAQUE,FLUORIDE,may treat
820211,treat,1,1,1,NA,NA,DUODENAL ULCER,69,83,RANITIDINE,15,25,Treatment with RANITIDINE for a maximum of six weeks healed 97.1% of DUODENAL ULCER patients (172 out of 177) and 96.5% of gastric ulcer patients (77 out of 81.,DUODENAL ULCER,RANITIDINE,may treat
820213,treat,0.4472135955,-0.5527864045,1,NA,NA,HEPATITIS B,85,96,HBSAG,28,33,The immune response against HBSAG is helper T cell dependent and vaccination against HEPATITIS B is of low effectiveness.,HEPATITIS B,HBSAG,may treat
820214,treat,0.8164965809,0.8164965809,1,NA,NA,DUODENAL ULCER,83,97,RANITIDINE,112,122,Fifty four patients with prepyloric (26 receiving ranitidine) and 53 patients with DUODENAL ULCER (28 receiving RANITIDINE completed the trial in accordance with the protocol.,DUODENAL ULCER,RANITIDINE,may treat
820217,treat,0.9383148633,0.9383148633,1,NA,NA,PAIN,98,102,BUPIVACAINE,46,57,instillation of therapeutically safe doses of BUPIVACAINE was without effect in the management of PAIN postoperative pulmonary dysfunction and the stress response in this group of patients.,PAIN,BUPIVACAINE,may treat
820218,treat,0.6030226892,0.6030226892,1,NA,NA,HYPOTHYROIDISM + THYROXINE ADMINISTRATION,148,189,THYROXINE,165,174,Both malondialdehyde (MDA) and glutathione (GSH) levels were lower in renal and testicular tissues of the hypothyroidism group than the control and HYPOTHYROIDISM + THYROXINE ADMINISTRATION groups and the levels in hypothyroidism + THYROXINE administration group were higher than those in the control and hypothyroidism groups (p.,HYPOTHYROIDISM,THYROXINE,may treat
820219,treat,1,1,1,NA,NA,TUBERCULOSIS,51,70,ISONIAZID,0,9,ISONIAZID (INH) is an essential drug used to treat TUBERCULOSIS,TUBERCULOSIS,ISONIAZID,may treat
820220,treat,0.9830783046,0.9830783046,1,NA,NA,CHRONIC ASTHMA,630,644,NEDOCROMIL SODIUM,218,235,Asthma genetics  Rapid effects of inhaled corticosteroids in acute asthma: an evidence based evaluation  Clinical Evidence  Asthma  Cochrane Database of Systematic Reviews  Written action plans for asthma in children  NEDOCROMIL SODIUM for chronic asthma in children  Inhaled corticosteroids versus sodium cromoglycate in children and adults with asthma  Ketotifen alone or as additional medication for long term control of asthma and wheeze in children  Oral xanthines as maintenance treatment for asthma in children  Addition of long acting beta2 agonists to inhaled corticosteroids versus same dose inhaled corticosteroids for CHRONIC ASTHMA in adults and children  Addition of inhaled long.,ASTHMA,NEDOCROMIL,may treat
820223,treat,0.9282791216,0.9282791216,1,NA,NA,MYOCARDIAL INFARCTION (MI,132,157,(ACETYLSALICYLIC ACID ASA,90,115,This article reviews the relevant published literature in order to assess whether aspirin (ACETYLSALICYLIC ACID ASA is underused in MYOCARDIAL INFARCTION (MI taking into account: (i) the evidence of efficacy and safety from clinical trials; (ii) authoritative recommendations about its use; and (iii) published drug utilisation studies.,MYOCARDIAL INFARCTION (MI,ACETYLSALICYLIC ACID,may treat
820224,treat,0.635000635,0.635000635,1,NA,NA,PULMONARY EDEMA,286,301,O2,342,344,"57) Air contaminants that form atmospheric oxidants and that were liberated from missile fuels, explosives, or agricultural wastes Cobaltous chloride Hydrogen chloride Hydrogen fluoride Delayed onset of symptoms with nitrogen oxides unless heavy concentration; fatigue, cough, dyspnea, PULMONARY EDEMA; later, bronchitis, pneumonia Bed rest; O2 as soon as symptoms develop; for excessive pulmonary foam: suction, postural drainage, tracheotomy; prednisone 30 80 mg/day in adults and dexamethasone 1 mg/m2 BSA in children to possibly prevent pulmonary fibrosis Nitroglycerin See Nitrites       Nitroprusside See.",PULMONARY EDEMA,O2,may treat
820225,treat,0.1386750491,-0.8613249509,1,NA,NA,VIRAL HEPATITIS B INFECTION,111,138,HEPATITIS B,55,66,Changes in the pattern of transmission of new cases of HEPATITIS B inform us of changes in the epidemiology of VIRAL HEPATITIS B INFECTION.,VIRAL HEPATITIS B,HEPATITIS B,may treat
820226,treat,0.9970544855,0.9970544855,1,NA,NA,DUODENAL ULCER,60,74,SUCRALFATE,0,10,"SUCRALFATE and ranitidine were compared in the treatment of DUODENAL ULCER in this multicenter, randomized, double blind study.",DUODENAL ULCER,SUCRALFATE,may treat
820227,treat,0.9176629355,0.9176629355,1,NA,NA,NONSMOKING ASTHMATIC PATIENTS,79,108,BECLOMETHASONE,179,193,"We found no significant difference between the LC 1 concentration in BALF FROM NONSMOKING ASTHMATIC PATIENTS WHO WERE receiving inhaled glucocorticoid therapy (2 x 100 micrograms BECLOMETHASONE 4 times/day for 2.5 yr; median 186 ng LC 1/mg albumin; n = 6) and those who were not (median 126 ng LC 1/mg albumin; n = 12), perhaps because inhaled drugs deposit predominantly in central airways, which are poorly represented in bronchoalveolar lavage.",ASTHMATIC,BECLOMETHASONE,may treat
820228,treat,0.943456353,0.943456353,1,NA,NA,CYTOMEGALOVIRUS INFECTION,164,196,GANCICLOVIR,117,128,"In clinical trials, valganciclovir, the valyl ester of ganciclovir, has been shown to enhance the bioavailability of GANCICLOVIR when taken orally by patients with CYTOMEGALOVIRUS INFECTION",CYTOMEGALOVIRUS INFECTION,GANCICLOVIR,may treat
820229,treat,0.9534625892,0.9534625892,1,NA,NA,MALARIA CONTROL PROGRAMME,18,43,CHLOROQUINE TREATMENT FOR MALARIA,72,105,"A community based MALARIA CONTROL PROGRAMME in Saradidi, Kenya provided CHLOROQUINE TREATMENT FOR MALARIA in each village beginning in May 1982.",MALARIA,CHLOROQUINE,may treat
820230,treat,0.92998111,0.92998111,1,NA,NA,OSTEOPOROSIS,305,324,VITAMIN D,255,264,"The government produced frameworks mirror guidelines produced by the profession and include a number of prescribing recommendations, e.g. the use of antihypertensives and aspirin (acetylsalicylic acid) in the prevention of stroke, and the use of calcium, VITAMIN D and bisphosphonates in the treatment of OSTEOPOROSIS",OSTEOPOROSIS,VITAMIN D,may treat
820232,treat,0.9918365981,0.9918365981,1,NA,NA,HERPES ZOSTER,139,152,ACYCLOVIR,218,227,"Meta analysis of four double blind, randomized, placebo controlled trials of oral acyclovir (800 mg five times daily) for the treatment of HERPES ZOSTER was conducted to provide definitive assessments of the effect of ACYCLOVIR on the resolution of zoster associated pain.",HERPES ZOSTER,ACYCLOVIR,may treat
820233,treat,0.9970544855,0.9970544855,1,NA,NA,PULMONARY EMBOLISM,204,222,HEPARIN,169,176,"211 ,   226 ,   242 ,   243 ,   244 ,   245 ,   246 ,   247 ,   248 ,   249 ,   250 ,   251 ,   252 ,   348 ,   350 ,   372 ,   432 ,   440  Used short term with an LMW HEPARIN in the treatment of DVT or PULMONARY EMBOLISM following MI in hospitalized patients.",PULMONARY EMBOLISM,HEPARIN,may treat
