Sent_id,sentence,term1,b1,e1,term2,b2,e2,senrel_score,crowd,baseline,single,expert,distant supervision term1,distant supervision term2,UMLS seed relation
905062,The effect of repeated transient global ischemia and microdialysis on changes in aminergic neurotransmitter release was investigated using the RAT FOUR VESSEL OCCLUSION MODEL of global ISCHEMIA,RAT FOUR VESSEL OCCLUSION MODEL,143,173,ISCHEMIA,185,193,0.1324532357,-0.9602640293,-1,-1,-1,VESSEL,ISCHEMIA,RO-has_finding_site
905071,DERMATOFIBROMAS are very common SKIN TUMORS.,SKIN TUMORS,32,42,DERMATOFIBROMAS,0,15,0.0901669635,-0.972949911,-1,-1,-1,SKIN,DERMATOFIBROMAS,RO-has_finding_site
905078,The term INFLAMMATORY BOWEL DISEASE (IBD) represents different phenotypes of the idiopathic chronic inflammatory disease of GASTROINTESTINAL TRACT,GASTROINTESTINAL TRACT,124,146,INFLAMMATORY BOWEL DISEASE,9,35,0.5388159061,0.8616447718,-1,1,-1,GASTROINTESTINAL TRACT,INFLAMMATORY BOWEL DISEASE,RO-has_finding_site
905080,"All patients had GASTROINTESTINAL TRACT symptoms, with 30 patients (91%) complaining of DIARRHEA and 23 patients (70%) complaining of vomiting; these symptoms occurred early in the disease and were of short duration.",DIARRHEA,88,96,GASTROINTESTINAL TRACT,17,39,0.943456353,0.9830369059,-1,1,-1,GASTROINTESTINAL TRACT,DIARRHEA,RO-has_finding_site
905095,The spectrum of SKIN DISEASES in such patients encompasses DERMATOSES OF DIVERSE ETIOLOGIES; a few are peculiar to patients with HIV while others are not.,SKIN DISEASES,16,28,DERMATOSES OF DIVERSE ETIOLOGIES,59,91,0.3049971407,-0.9085008578,-1,-1,-1,SKIN,DERMATOSES,RO-has_finding_site
905117,"In contrast, all ITAM adapter deficient mice responded to OVX with BONE LOSS in both femur and tibia of approximately 40%, relative to basal BONE volumes.",BONE,67,70,BONE LOSS,67,76,0.1524985703,-0.9542504289,-1,-1,-1,BONE,BONE LOSS,RO-has_finding_site
905124,LENSES were examined with a slit lamp and CATARACTS were graded on a scale of 1+ to 4+.,LENSES,0,5,CATARACTS,42,51,0,-1,-1,-1,-1,LENSES,CATARACTS,RO-has_finding_site
905126,PORTAL HYPERTENSION was induced by GRADED PORTAL VEIN STENOSIS whereas controls had a sham operation.,PORTAL HYPERTENSION,0,19,GRADED PORTAL VEIN STENOSIS,35,61,0.9704949588,0.9911484876,-1,-1,-1,PORTAL VEIN,PORTAL HYPERTENSION,RO-has_finding_site
905138,A 45-year-old woman underwent a resection for a HEPATIC METASTASIS of the LIVER caused by a carcinoma of the colon,LIVER,74,79,HEPATIC METASTASIS,48,66,0.1195228609,-0.9641431417,-1,-1,-1,LIVER,HEPATIC METASTASIS,RO-has_finding_site
905141,"Hence, when analysing the biomechanics of the growing adolescent SPINE (for instance in SCOLIOSIS research), the inclusion of depth and width changes, in addition to the usually implemented height change, is essential.",SPINE,65,69,SCOLIOSIS,88,97,0.1212678125,-0.9636196563,-1,-1,-1,SPINE,SCOLIOSIS,RO-has_finding_site
905142,This review summarizes the current knowledge of the function of microRNAs in the developing and adult NERVOUS SYSTEM and their potential contribution to the etiology of NEUROLOGICAL DISEASES,NERVOUS SYSTEM,102,115,NEUROLOGICAL DISEASES,169,190,0,-1,-1,-1,-1,NERVOUS SYSTEM,NEUROLOGICAL DISEASES,RO-has_finding_site
905143,PAGET'S DISEASE is a metabolic bone disease characterized by ABNORMALITIES OF BONE TURNOVER STRUCTURE AND architecture.,ABNORMALITIES OF BONE TURNOVER STRUCTURE,61,100,PAGET'S DISEASE,0,15,0.9970544855,0.9991163457,-1,1,-1,BONE,PAGET'S DISEASE,RO-has_finding_site
905148,"Recognizing that the patient's disease was localized only to the SPINAL CORD led to an eventual serological diagnosis of NEUROMYELITIS OPTICA (Devic's disease), a demyelinating syndrome that is now considered distinct from multiple sclerosis and that primarily affects the spinal cord and optic nerves",SPINAL CORD,65,76,NEUROMYELITIS OPTICA,121,141,0.1507556723,-0.9547732983,-1,-1,-1,SPINAL CORD,NEUROMYELITIS OPTICA,RO-has_finding_site
905150,"Images include pigmented skin sites (freckle, tattoo, pigmented nevi) and unpigmented SKIN sites [nonpigmented INTRADERMAL NEVUS neurofibroma, actinic keratosis, malignant basal cell carcinoma, squamous cell carcinoma, vascular abnormality (venous lake), burn scar.",SKIN,86,89,INTRADERMAL NEVUS,111,128,0,-1,-1,-1,-1,SKIN,INTRADERMAL NEVUS,RO-has_finding_site
905154,"There was no positive reactivity of anti D 1 antibodies with other SKIN TUMORS including squamous cell carcinoma, basal cell epithelioma, seborrheic keratosis, and NEVUS CELL NEVUS",SKIN TUMORS,67,77,NEVUS CELL NEVUS,164,180,0.246182982,-0.9261451054,-1,-1,-1,SKIN,NEVUS,RO-has_finding_site
905157,Hoku acupuncture also increased palm temperature suggesting that the BLOOD FLOW INCREASED from CUTANEOUS VESSEL VASODILATION.,BLOOD FLOW INCREASED,69,89,CUTANEOUS VESSEL VASODILATION,95,123,0.9594032236,0.9878209671,-1,1,-1,VESSEL,BLOOD FLOW INCREASED,RO-has_finding_site
905203,"Note medications that can induce cytopenias Physical exam  Oral exam  Look for mucosal ulceration Physical exam  Eye exam  Look for presence of vascularization of the conjunctivae Physical exam  Cardiac exam  Look for presence of murmurs or tachycardia Physical exam  Abdominal exam  Look for the presence of organomegaly Physical exam  SKIN exam  Look for ecchymosis and PETECHIAE   Differential Diagnosis of Myelodysplastic Syndrome  Normal;           Differential Diagnosis of Myelodysplastic Syndrome Disease  Characteristics  Notes Vitamin B12 deficiency  Macrocytic anemia with megaloblastic bone marrow abnormalities  Usually pernicious anemia, patients with a history of gastrectomy, or diseases that affect the terminal ileum.",SKIN,337,340,PETECHIAE,372,381,0.4472135955,-0.8658359214,-1,-1,-1,SKIN,PETECHIAE,RO-has_finding_site
905206,Blood vessels with amyloid angiopathy and senile plaques in the cortices of the BRAINS with Alzheimer's disease and SENILE DEMENTIA were observed by means of a scanning electron microscope,BRAINS,80,86,SENILE DEMENTIA,116,131,0.2626128657,-0.9212161403,-1,-1,-1,BRAINS,SENILE DEMENTIA,RO-has_finding_site
905210,"NEUROFIBROMATOSIS Huntington's disease, and myotonic dystrophy are three hereditary disorders affecting the NERVOUS SYSTEM",NEUROFIBROMATOSIS,0,17,NERVOUS SYSTEM,108,121,0.6299407883,0.8889822365,-1,-1,-1,NERVOUS SYSTEM,NEUROFIBROMATOSIS,RO-has_finding_site
905216,"DENTAL PLAQUES were detected in all the teeth under investigation, with the exception of impacted TEETH.",TEETH,98,102,DENTAL PLAQUES,0,14,0.2672612419,-0.9198216274,-1,-1,-1,TEETH,DENTAL PLAQUES,RO-has_finding_site
905220,"Functional and structural alterations of myocardial mitochondria were investigated after four conditions of MYOCARDIAL ISCHAEMIA in guinea pig HEART: (1) 45 min complete ischaemia, (2) 60 min low flow anoxic perfusion (0.3 ml/g wet weight per minute) with a modified Tyrode solution, (3) as (2) with 0.4 mM palmitic acid added to the perfusate, and (4) as (2) with 0.4 mM oleic acid added.",HEART,143,147,MYOCARDIAL ISCHAEMIA,108,128,0,-1,-1,-1,-1,HEART,MYOCARDIAL ISCHAEMIA,RO-has_finding_site
905225,"The frequencies of abnormal transcripts were 59% in lung cancer, 35% in paired normal lung, and 64% in normal control lung; the difference in frequencies between LUNG cancer and paired normal lung was significant, while that between LUNG CANCER and normal control lung was not.",LUNG,162,165,LUNG CANCER,233,244,0.1622214211,-0.9513335737,-1,1,-1,LUNG,LUNG CANCER,RO-has_finding_site
905234,"These results suggest that in the cirrhotic rat, selective portasystemic shunts which preserve FUNCTIONAL LIVER BLOOD FLOW and prevent LIVER ATROPHY and a deterioration in liver function do not produce such a marked decrease in WHVP as total shunts.",FUNCTIONAL LIVER BLOOD FLOW,95,121,LIVER ATROPHY,135,148,0.1048284837,-0.9685514549,-1,-1,-1,LIVER,LIVER ATROPHY,RO-has_finding_site
905240,"The changes in ductal vascularity correlated with the severity of the histological changes to the PANCREAS and may, thus, in part explain the progress of PANCREATITIS",PANCREATITIS,154,166,PANCREAS,98,106,0.4866642634,-0.854000721,-1,-1,-1,PANCREAS,PANCREATITIS,RO-has_finding_site
905242,"Percutaneous aspiration of the GALLBLADDER was performed for nine hospitalized patients, most commonly to establish the diagnosis of ACUTE CHOLECYSTITIS and its complications in the critically ill patient or patient with sepsis.",GALLBLADDER,31,41,ACUTE CHOLECYSTITIS,133,152,0.1078327732,-0.967650168,-1,-1,-1,GALLBLADDER,ACUTE CHOLECYSTITIS,RO-has_finding_site
905252,Subsequent TENDON RUPTURE was minimal and even TENDONS found to be thinned out at the time of surgery remained intact.,TENDONS,47,53,TENDON RUPTURE,11,25,0,-1,-1,-1,-1,TENDONS,TENDON RUPTURE,RO-has_finding_site
905254,"In conclusion, chronic exposure to CSC alters relevant neuronal, neuroendocrine and immune functions that could be directly or indirectly involved in the damage of the histological integrity of the COLON comparable with that seen during the development of COLITIS",COLON,198,203,COLITIS,256,263,0.4629100499,-0.861126985,-1,-1,-1,COLON,COLITIS,RO-has_finding_site
905265,The standard radiological DIAGNOSIS OF ADVANCED SCOLIOSIS consists of roentgenograms of the total SPINE in anterior posterior and lateral views.,SPINE,98,102,DIAGNOSIS OF ADVANCED SCOLIOSIS,26,57,0,-1,-1,-1,-1,SPINE,SCOLIOSIS,RO-has_finding_site
905268,"In the pathogenesis of glomerulonephritis, acute renal failure, PYELONEPHRITIS and other diseases of the KIDNEYS oxygen radicals are involved.",KIDNEYS,105,111,PYELONEPHRITIS,64,78,0,-1,-1,-1,-1,KIDNEYS,PYELONEPHRITIS,RO-has_finding_site
905277,Apoptosis and its dysregulation have been implicated in dysplastic and ineffective hematopoiesis and the neoplastic transformation of BONE MARROW in MYELODYSPLASTIC SYNDROME (MDS.,BONE MARROW,134,145,MYELODYSPLASTIC SYNDROME,149,173,0.6666666667,0.9,-1,-1,-1,BONE MARROW,MYELODYSPLASTIC SYNDROME,RO-has_finding_site
905296,Histological examination of the SKIN was consistent with a LICHENOID ERUPTION in all cases.,SKIN,32,35,LICHENOID ERUPTION,59,77,0.21952852,-0.934141444,-1,1,-1,SKIN,LICHENOID ERUPTION,RO-has_finding_site
905312,The parasitic FALLOPIAN TUBE INFECTION may have predisposed the FALLOPIAN TUBES to a microbial tuboovarian abscess.,FALLOPIAN TUBES,64,78,FALLOPIAN TUBE INFECTION,14,38,0.1951800146,-0.9414459956,-1,-1,-1,FALLOPIAN TUBES,FALLOPIAN TUBE INFECTION,RO-has_finding_site
905314,"Involvement of the SKIN or mucosal tissue (e.g., generalized HIVES; itching or flushing; swollen lips, tongue, or uvula)  b.",SKIN,19,22,HIVES,61,66,0.1132277034,-0.966031689,-1,1,-1,SKIN,HIVES,RO-has_finding_site
905331,"Although the function of the OCA2 gene product has not been totally clarified, variation in OCA2 has been associated with SKIN AND HAIR PIGMENTATION in human and mouse.",SKIN AND HAIR PIGMENTATION,122,147,OCA2,29,33,0.316227766,-0.9051316702,-1,-1,-1,SKIN,OCA2,RO-has_finding_site
905335,"Large SEGMENTAL DEFECTS IN BONES can result from tumor removal, massive trauma, CONGENITAL MALFORMATION OR NON UNION FRACTURES",SEGMENTAL DEFECTS IN BONES,6,31,CONGENITAL MALFORMATION OR NON UNION FRACTURES,80,125,0.9878783399,0.996363502,-1,-1,-1,BONES,NON-UNION FRACTURES,RO-has_finding_site
905337,The EPIDERMAL NEVUS SYNDROME is a neurocutaneous disorder characterized by DISTINCTIVE SKIN LESIONS and often serious somatic and central nervous system (CNS) abnormalities.,DISTINCTIVE SKIN LESIONS,75,98,EPIDERMAL NEVUS SYNDROME,4,27,0.9761870602,0.9928561181,-1,1,-1,SKIN,EPIDERMAL NEVUS SYNDROME,RO-has_finding_site
905340,OBSTRUCTIVE SLEEP APNOEA (OSA) is characterised by repetitive collapse of the upper airway during sleep owing to a sleep related decrement in UPPER AIRWAY muscle activity with consequent failure of the pharyngeal dilator muscles to oppose the collapsing pressure that is generated by the diaphragm and accessory muscles during inspiration.,OBSTRUCTIVE SLEEP APNOEA (OSA),0,30,UPPER AIRWAY,142,153,0.4454354032,-0.866369379,-1,-1,-1,AIRWAY,OBSTRUCTIVE SLEEP APNOEA,RO-has_finding_site
905346,The two reported cases and the 18 cases from the literature indicate that the physician must consider GALLBLADDER METASTASIS in melanoma patients presenting with symptoms compatible with CHOLECYSTITIS,GALLBLADDER METASTASIS,102,123,CHOLECYSTITIS,187,200,0.9630868247,0.9889260474,-1,1,-1,GALLBLADDER,CHOLECYSTITIS,RO-has_finding_site
905349,Intraperitoneal rupture usually involves the bladder dome; it often occurs when the bladder is distended at the time of trauma and is the most common BLADDER INJURY in children because the BLADDER lies in the abdomen.,BLADDER,150,156,BLADDER INJURY,150,164,0,-1,-1,-1,-1,BLADDER,BLADDER INJURY,RO-has_finding_site
905361,"INFLUENZA A AND B VIRUSES adenovirus, and respiratory syncytial virus are the primary RESPIRATORY TRACT VIRUSES associated with this disease.",RESPIRATORY TRACT VIRUSES,86,110,INFLUENZA A AND B VIRUSES,0,25,0.1666666667,-0.95,-1,-1,-1,RESPIRATORY TRACT,INFLUENZA A,RO-has_finding_site
905364,"Of the 101 SEGMENTAL BRONCHI showing bronchiectasis on bronchography, CT correctly identified BRONCHIECTASIS in 98 segments (97%.",SEGMENTAL BRONCHI,11,27,BRONCHIECTASIS,94,108,0.1240347346,-0.9627895796,-1,-1,-1,BRONCHI,BRONCHIECTASIS,RO-has_finding_site
905367,"In three patients THROMBOSED VEINS were documented by venography and in all five cases, the presence of VENOUS THROMBOSIS was substantiated by the clinical findings.",THROMBOSED VEINS,18,33,VENOUS THROMBOSIS,104,121,0.2886751346,-0.9133974596,-1,-1,-1,VEINS,VENOUS THROMBOSIS,RO-has_finding_site
905375,Cjest computerized tomography showed DISSECTION OF AORTA from ascending to descendig aorta and hemorrhage around ascending AORTA.,AORTA,51,55,DISSECTION OF AORTA,37,56,0,-1,-1,-1,-1,AORTA,DISSECTION OF AORTA,RO-has_finding_site
905376,"It might take at least 12 days, when the pH of nitrite solution is lowered, for the concentration of NO to reach a level sufficiently high to activate guanylyl cyclase and so it seems unlikely that naturally circulating nitrite is involved in vasodilation in ischemic tissue through its conversion into NO. It is more realistic to consider that NO is produced at biologically significant concentrations from nitrite in PERSPIRATION on the SKIN",SKIN,439,443,PERSPIRATION,419,431,0.1400280084,-0.9579915975,-1,-1,-1,SKIN,PERSPIRATION,RO-has_finding_site
905397,"Total volume of BRAIN LESION corpus callosum diameter, and relation of measures of BRAIN CHAMBERS and the rest of the brain, are best indices of cognitive dysfunction in multiple sclerosis.",BRAIN CHAMBERS,83,96,BRAIN LESION,16,28,0,-1,-1,-1,-1,BRAIN,BRAIN LESION,RO-has_finding_site
905398,"Furthermore, histological analyses verified significant HEPATOCELLULAR NECROSIS as well as enhanced myeloperoxidase staining in these LIVER specimens.",LIVER,134,138,HEPATOCELLULAR NECROSIS,56,79,0.1072112535,-0.967836624,-1,-1,-1,LIVER,HEPATOCELLULAR NECROSIS,RO-has_finding_site
905403,It has been reported that JOINT EFFUSION the excessive accumulation of joint fluid in and around the JOINT is related to temporomandibular joint (TMJ) disorders such as pain and disk displacement.,JOINT,26,31,JOINT EFFUSION,26,40,0.1324532357,-0.9602640293,-1,-1,-1,JOINT,JOINT EFFUSION,RO-has_finding_site
905409,"However, madarosis may be the presenting sign of DLE in the absence of any history of preceding erythema and scarring and should therefore be considered in the differential diagnosis of chronic BLEPHARITIS that persists despite usual medical management and EYELID hygiene.",EYELID,257,262,BLEPHARITIS,194,205,0.4685212857,-0.8594436143,-1,1,-1,EYELID,BLEPHARITIS,RO-has_finding_site
905412,Lacunes consist of small vascular lesions with a volume of between 2 and about 30 mm. These lacunar infarctions are determined by an ISCHEMIA caused by obstructive diseases of small terminal VESSELS in the deep areas of the brain.,VESSELS,191,197,ISCHEMIA,133,141,0.9041944302,0.9712583291,-1,1,-1,VESSELS,ISCHEMIA,RO-has_finding_site
905415,"Gastrografin accelerated small bowel transit, leading to MALABSORPTION of the xylose in the SMALL INTESTINE and subsequent colonic metabolism of the xylose.",MALABSORPTION,57,70,SMALL INTESTINE,92,106,0.3110855084,-0.9066743475,-1,-1,-1,SMALL INTESTINE,MALABSORPTION,RO-has_finding_site
905417,The ESOPHAGEAL TUMOR showed a fungating growth at the junction of the MIDDLE AND LOWER ESOPHAGUS and was composed microscopically of submucosal multiple nests with solid and cribriform like patterns accompanied with a small focus of squamous cell carcinoma adjacent to the overlying esophageal epithelium.,MIDDLE AND LOWER ESOPHAGUS,70,95,ESOPHAGEAL TUMOR,4,20,0.1788854382,-0.9463343685,-1,-1,-1,ESOPHAGUS,ESOPHAGEAL TUMOR,RO-has_finding_site
905427,"The patient was compatible with HCAO, characterized by high bone mass, bone thickening and BONE PAIN with normal LAMELAR BONE",BONE PAIN,91,100,LAMELAR BONE,113,124,0.5897678246,0.8769303474,-1,-1,-1,BONE,BONE PAIN,RO-has_finding_site
905441,Imaging revealed FIBROMUSCULAR DYSPLASIA of the RENAL ARTERIES and the superior mesentery artery.,RENAL ARTERIES,48,61,FIBROMUSCULAR DYSPLASIA,17,40,0,-1,-1,-1,-1,ARTERIES,FIBROMUSCULAR DYSPLASIA,RO-has_finding_site
905445,"Among them, the most common include ARTHRITIS of the large and medium sized JOINTS in FMF and CINCA, arthralgia in HIDS, and myalgia or pseudo fasciitis in TRAPS.",JOINTS,76,81,ARTHRITIS,36,45,0.2822162605,-0.9153351219,-1,-1,-1,JOINTS,ARTHRITIS,RO-has_finding_site
905446,Studies of eye movements in patients with HUNTINGTON'S DISEASE (HD) have suggested that frontal lobe-BASAL GANGLIA STRUCTURES are more involved in HD than the parietal lobes,HUNTINGTON'S DISEASE,42,62,BASAL GANGLIA STRUCTURES,101,125,0.6761234038,0.9028370211,-1,1,-1,BASAL GANGLIA STRUCTURES,HUNTINGTON'S DISEASE,RO-has_finding_site
905449,The laterality of CEREBELLAR ATAXIA was significantly correlated with AI in the CEREBELLUM in patients with sOPCA.,CEREBELLUM,80,89,CEREBELLAR ATAXIA,18,35,0,-1,-1,-1,-1,CEREBELLUM,CEREBELLAR ATAXIA,RO-has_finding_site
905453,We conclude that this histopathologic feature in PALMAR LICHEN NITIDUS could be the result of the superimposition of lichen nitidus on NORMAL PALMAR SKIN resulting in a picture resembling hypertrophic lichen planus.,PALMAR LICHEN NITIDUS,49,70,NORMAL PALMAR SKIN,135,152,0.8819171037,0.9645751311,-1,1,-1,SKIN,LICHEN NITIDUS,RO-has_finding_site
905456,The last stage of CATARACT FORMATION results in a total loss of LENS TRANSPARENCY and leakage of lens proteins.,LENS TRANSPARENCY,64,80,CATARACT FORMATION,18,36,0.990147543,0.9970442629,-1,1,-1,LENS,CATARACT,RO-has_finding_site
905460,"Recent reports have also shown that exercise induces molecular mechanisms that benefit the SPINAL CORD and can improve recovery after SPINAL CORD INJURY (SCI); therefore, we repeated the assays in the spinal cord",SPINAL CORD,91,102,SPINAL CORD INJURY,134,152,0,-1,-1,-1,-1,SPINAL CORD,SPINAL CORD INJURY,RO-has_finding_site
905462,"PERIPHERAL NERVES show spontaneous regenerative responses, but recovery after injury or PERIPHERAL NEUROPATHIES (toxic, diabetic, or chronic inflammatory demyelinating polyneuropathy syndromes) is slow and often incomplete, and at present no efficient treatment is available.",PERIPHERAL NERVES,0,16,PERIPHERAL NEUROPATHIES,88,111,0.2626128657,-0.9212161403,-1,-1,-1,PERIPHERAL NERVES,PERIPHERAL NEUROPATHIES,RO-has_finding_site
905466,Further analysis of abnormal expression in infertile male patients revealed complete absence of NYD SP16 in the TESTES of patients with Sertoli cell only syndrome and variable expression in patients with SPERMATOGENIC ARREST,TESTES,112,117,SPERMATOGENIC ARREST,204,223,0.1961161351,-0.9411651595,-1,-1,-1,TESTES,SPERMATOGENIC ARREST,RO-has_finding_site
905467,He had a history of SEVERE OLIGOPHRENIA BILATERAL ECTOPIA LENTIS requiring EXTRACTION OF BOTH LENSES and operatively corrected genu valgum on both sides.,EXTRACTION OF BOTH LENSES,75,99,SEVERE OLIGOPHRENIA BILATERAL ECTOPIA LENTIS,20,64,0.6509445549,0.8952833665,-1,1,-1,LENSES,ECTOPIA LENTIS,RO-has_finding_site
905469,"Similarly, HNE was determined during ischemia in the brain BLOOD VESSELS of rats exposed to ISCHEMIA/reperfusion injury of the brain.",BLOOD VESSELS,59,72,ISCHEMIA,92,100,0.1643989873,-0.9506803038,-1,-1,-1,BLOOD VESSELS,ISCHEMIA,RO-has_finding_site
905480,Infants with ANENCEPHALY are born without all or most of their BRAIN and die within a few days of life.,BRAIN,63,67,ANENCEPHALY,13,24,0.6432675209,0.8929802563,-1,1,-1,BRAIN,ANENCEPHALY,RO-has_finding_site
905488,"HDGF was more highly expressed in the lungs of IDIOPATHIC PULMONARY FIBROSIS chiefly in the epithelial cells, than in control nonfibrotic LUNGS.",LUNGS,138,142,IDIOPATHIC PULMONARY FIBROSIS,47,76,0.1601281538,-0.9519615539,-1,1,-1,LUNGS,IDIOPATHIC PULMONARY FIBROSIS,RO-has_finding_site
905494,Instability of BONE fragments is regarded as the most important factor in pathogenesis of PSEUDARTHROSIS,BONE,15,18,PSEUDARTHROSIS,90,104,0.928587879,0.9785763637,-1,1,-1,BONE,PSEUDARTHROSIS,RO-has_finding_site
905496,The role of antibiotics in ACUTE OTITIS MEDIA is to eradicate the causative pathogen from the MIDDLE EAR,MIDDLE EAR,94,103,ACUTE OTITIS MEDIA,27,45,0.1084652289,-0.9674604313,-1,-1,-1,MIDDLE EAR,ACUTE OTITIS MEDIA,RO-has_finding_site
905499,The aim of this paper is to present the current state of knowledge on the biochemical markers of BONE turnover and their place at diagnosis and treatment of OSTEOPOROSIS,BONE,97,100,OSTEOPOROSIS,157,168,0,-1,-1,-1,-1,BONE,OSTEOPOROSIS,RO-has_finding_site
905595,"The O glycosidic sugars, which make up 50% of the total CARBOHYDRATE are short (up to three SUGAR RESIDUES) chains composed of Ara, Gal and Xyl and are exclusively bound to Thr residues.",SUGAR RESIDUES,92,105,CARBOHYDRATE,56,68,0.1690308509,-0.9492907447,-1,-1,-1,SUGAR,CARBOHYDRATE,RO-has_ingredient
905727,8  No information on transferring patients receiving extended release levodopa carbidopa preparation or LEVODOPA CARBIDOPA preparations containing a 1:10 ratio of carbidopa to LEVODOPA,LEVODOPA,104,111,LEVODOPA CARBIDOPA,104,122,0,-1,-1,-1,-1,LEVODOPA,LEVODOPA-CARBIDOPA,RO-has_ingredient
905786,"The greatest variation from the proteinase K polypeptide is in loop 114 134 and is due to the absence of a disulfide bridge in the P CYCLOPIUM PROTEASE that is present in PROTEINASE K A difference was also observed in the orientation of the histidine in the catalytic triad, though this could be due to the presence of PMSF at the active site.",P CYCLOPIUM PROTEASE,131,150,PROTEINASE K,171,183,0.3333333333,-0.9,-1,-1,-1,PROTEASE,PROTEINASE,RO-has_ingredient
906010,"DIFFERENTIAL DIAGNOSIS  In the differential diagnosis of PCD, other causes of BRONCHIECTASIS must be considered; these include CF immune deficiencies, severe respiratory illness in childhood, nontuberculous mycobacterial infection, and allergic bronchopulmonary aspergillosis.",CF,127,129,BRONCHIECTASIS,78,92,0.9819805061,0.9945941518,1,1,1,BRONCHIECTASIS,CF,RO-has_manifestation
906024,"A case of Leigh's DISEASE (SUBACUTE NECROTIZING ENCEPHALOMYELOPATHY) is reported with such noteworthy features as early onset, DYSTONIA paraparesis the presence of low attenuation areas in both basal ganglias on computerized tomography of the brain and the presence of a high signal intensity in both basal ganglias in T2 weighted image by MR. The electron microscopic findings of muscle biopsy are suggestive of pleoconial mitochondrial myopathy.",DYSTONIA,127,134,DISEASE (SUBACUTE NECROTIZING ENCEPHALOMYELOPATHY),18,68,0.9363291776,0.9808987533,1,1,1,DYSTONIA,SUBACUTE NECROTIZING ENCEPHALOMYELOPATHY,RO-has_manifestation
906063,We experienced a case of a 16 year old boy with pneumaturia due to SIGMOIDO VESICAL FISTULA as a complication of CROHN'S DISEASE,SIGMOIDO VESICAL FISTULA,67,90,CROHN'S DISEASE,113,128,0.9701425001,0.99104275,1,-1,1,FISTULA,CROHN'S DISEASE,RO-has_manifestation
906069,"Typically, but not invariably, dementia precedes or accompanies the onset of parkinsonism  Three or more major or minor criteria suggest a diagnosis of DEMENTIA WITH LEWY BODIES (&gt;75% sensitivity) Vascular PARKINSONISM  Also known as lower body parkinsonism.",PARKINSONISM,209,220,DEMENTIA WITH LEWY BODIES,152,177,0.755928946,0.9267786838,1,1,1,PARKINSONISM,DEMENTIA WITH LEWY BODIES,RO-has_manifestation
906112,NEUROFIBROMATOSIS TYPE 1 (NF1) is a common autosomal dominant condition characterized by benign TUMOR (NEUROFIBROMA) growth and increased risk of malignancy.,TUMOR (NEUROFIBROMA,96,114,NEUROFIBROMATOSIS TYPE 1,0,24,0.9878783399,0.996363502,1,1,1,NEUROFIBROMA,NEUROFIBROMATOSIS TYPE 1,RO-has_manifestation
906118,Down syndrome (DS) is the most frequent genetic disorder with MENTAL RETARDATION and caused by TRISOMY 21,MENTAL RETARDATION,62,79,TRISOMY 21,95,105,0.9878783399,0.996363502,1,1,1,MENTAL RETARDATION,TRISOMY 21,RO-has_manifestation
906151,"ANT1, TWINKLE and POLG genes affect mtDNA stability and are involved in autosomal dominant PEO, while mutations in POLG are responsible for numerous clinical presentations, including autosomal recessive PEO, sensory ataxic neuropathy, dysarthria and ophthalmoparesis (SANDO), SPINO CEREBELLAR ATAXIA and epilepsy (SCAE) or ALPERS SYNDROME",SPINO CEREBELLAR ATAXIA,276,298,ALPERS SYNDROME,323,338,0.3841106398,-0.8847668081,1,-1,1,ATAXIA,ALPERS SYNDROME,RO-has_manifestation
906228,"Although the WOLFRAM SYNDROME is rare, it should be considered in diabetic patients with UNEXPLAINED OPTIC ATROPHY and hearing loss or with polyuria and polydipsia in the presence of adequate blood sugar control.",UNEXPLAINED OPTIC ATROPHY,89,113,WOLFRAM SYNDROME,13,29,0.8241633837,0.9472490151,1,1,1,OPTIC ATROPHY,WOLFRAM SYNDROME,RO-has_manifestation
906233,"For example, KIDNEY FAILURE is rapid in diabetic nephropathy, intermediate in POLYCYSTIC KIDNEY DISEASE and slow in lithium nephropathy.",KIDNEY FAILURE,13,26,POLYCYSTIC KIDNEY DISEASE,78,103,0.8485281374,0.9545584412,1,-1,1,KIDNEY FAILURE,POLYCYSTIC KIDNEY DISEASE,RO-has_manifestation
906248,"1   Simple SCHIZOPHRENIA denotes a milder psychosis (i.e., fewer HALLUCINATIONS and delusions and less disorganization), with cases typically featuring a schizoid lifestyle of reduced emotional experience and expression and reduced social drive and engagement.",HALLUCINATIONS,65,78,SCHIZOPHRENIA,11,24,0.979957887,0.9939873661,1,1,1,HALLUCINATIONS,SCHIZOPHRENIA,RO-has_manifestation
906261,"Other physical and laboratory findings of OHSS include weight gain, ovarian enlargement, ASCITES pleural effusion, hemoconcentration, electrolyte imbalances, renal dysfunction, and thrombosis.",ASCITES,89,95,OHSS,42,46,0.7977240352,0.9393172106,1,-1,1,ASCITES,OHSS,RO-has_manifestation
906277,"The patients showed the characteristic facies of the CORNELIA DE LANGE SYNDROME with SYNOPHRYS long curly eyelashes and small upturned nose, and physical features, including generalized hirsutism, monodactyly, syndactyly and clinodactyly.",SYNOPHRYS,85,94,CORNELIA DE LANGE SYNDROME,53,79,0.8834522086,0.9650356626,1,-1,1,SYNOPHRYS,CORNELIA DE LANGE SYNDROME,RO-has_manifestation
