_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expertdecision,relation,sent_id,relation,sentence,term1,term2
494240906,7/2/2014 02:43:55,,1312396343,7/2/2014 02:43:35,rewardsspot,1,17763704,USA,VA,Manassas,198.7.62.204,[ASSOCIATED_WITH],[ASSOCIATED_WITH],SEVERE DYSPLASIA CARCINOMA IN SITU,n/a,99,119,115,136,-1,RO-disease_has_finding,901836,,There were no morphologic or photometric differences between the epithelia subsequently developing SEVERE DYSPLASIA or CARCINOMA IN SITU and those that did not,SEVERE DYSPLASIA,CARCINOMA IN SITU
494240906,7/2/2014 16:38:07,,1313063007,7/2/2014 16:37:36,piyoogle,1,27058262,USA,AZ,Phoenix,23.105.7.135,[DIAGNOSE_BY_TEST_OR_DRUG] [SIDE_EFFECT] [NONE],"[DIAGNOSE_BY_TEST_OR_DRUG]
[SIDE_EFFECT]
[NONE]",3.21.123.123.123.123,3.21.123.123.123.123,99,119,115,136,-1,RO-disease_has_finding,901836,,There were no morphologic or photometric differences between the epithelia subsequently developing SEVERE DYSPLASIA or CARCINOMA IN SITU and those that did not,SEVERE DYSPLASIA,CARCINOMA IN SITU
494240906,7/2/2014 17:45:11,,1313119531,7/2/2014 17:44:56,prodege,1,18960400,GBR,H9,London,109.154.7.94,[CONTRAINDICATES],[CONTRAINDICATES],morphologic,dssdsdsd,99,119,115,136,-1,RO-disease_has_finding,901836,,There were no morphologic or photometric differences between the epithelia subsequently developing SEVERE DYSPLASIA or CARCINOMA IN SITU and those that did not,SEVERE DYSPLASIA,CARCINOMA IN SITU
494240906,7/2/2014 17:50:22,,1313125001,7/2/2014 17:49:51,tremorgames,1,17552229,GBR,H9,London,109.154.7.94,[CONTRAINDICATES],[CONTRAINDICATES],photometric,dsdsdssdsd,99,119,115,136,-1,RO-disease_has_finding,901836,,There were no morphologic or photometric differences between the epithelia subsequently developing SEVERE DYSPLASIA or CARCINOMA IN SITU and those that did not,SEVERE DYSPLASIA,CARCINOMA IN SITU
494240906,7/2/2014 17:55:52,,1313131059,7/2/2014 17:55:23,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[SYMPTOM] [ASSOCIATED_WITH],"[SYMPTOM]
[ASSOCIATED_WITH]",SEVERE DYSPLASIA CARCINOMA IN SITU,n/a,99,119,115,136,-1,RO-disease_has_finding,901836,,There were no morphologic or photometric differences between the epithelia subsequently developing SEVERE DYSPLASIA or CARCINOMA IN SITU and those that did not,SEVERE DYSPLASIA,CARCINOMA IN SITU
494240907,6/27/2014 15:33:02,,1306178382,6/27/2014 15:31:58,prodege,1,7664351,USA,NY,Cicero,74.111.0.21,[ASSOCIATED_WITH],[ASSOCIATED_WITH],systemic induced DISCOID,n/a,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,6/29/2014 07:26:51,,1308422041,6/29/2014 07:26:25,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],LUPUS DISCOID LUPUS,n/a,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,6/29/2014 15:54:26,,1309055450,6/29/2014 15:53:06,neodev,1,14861092,GBR,A7,Birmingham,90.194.128.8,[NONE],[NONE],N/A,They are similar but different conditions,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,6/30/2014 17:45:19,,1310611194,6/30/2014 17:44:37,prodege,1,19769549,USA,CA,Montara,98.210.248.230,[ASSOCIATED_WITH],[ASSOCIATED_WITH],lupus LUPUS LUPUS,n/a,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/1/2014 12:58:51,,1311530667,7/1/2014 12:58:28,fepcrowdflower,1,17940235,GBR,X5,Cardiff,176.252.22.6,[NONE],[NONE],N/A,again just a list,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 02:42:24,,1312394457,7/2/2014 02:41:52,rewardsspot,1,17763704,USA,VA,Manassas,198.7.62.204,[ASSOCIATED_WITH],[ASSOCIATED_WITH],LUPUS DISCOID LUPUS,n/a,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 17:44:54,,1313119253,7/2/2014 17:44:41,prodege,1,18960400,GBR,H9,London,109.154.7.94,[LOCATION],[LOCATION],vasculitis,sdsdsd,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 17:54:36,,1313129698,7/2/2014 17:54:04,neodev,1,18755947,GBR,H2,Accrington,80.47.187.155,[PART_OF],[PART_OF],LUPUS DISCOID LUPUS,n/a,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 18:08:35,,1313143265,7/2/2014 18:06:29,instagc,1,18531561,CAN,ON,Mississauga,99.229.185.45,[NONE],[NONE],n/a,The two types of lupus are listed together.,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 18:26:00,,1313158220,7/2/2014 18:24:28,neodev,1,11460728,CAN,BC,Burnaby,70.79.16.165,[MANIFESTATION] [ASSOCIATED_WITH],"[MANIFESTATION]
[ASSOCIATED_WITH]",LUPUS DISCOID LUPUS,associated with; manifestation,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 19:03:41,,1313195088,7/2/2014 19:03:15,bitcoinget,1,25255063,GBR,V2,Glasgow,86.174.15.198,[IS_A],[IS_A],underlying pathology,N/A,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 19:20:17,,1313210308,7/2/2014 19:19:48,prizezombie,1,19082757,USA,AL,Birmingham,138.26.152.5,[OTHER],[OTHER],including,NA,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 20:45:28,,1313362319,7/2/2014 20:44:58,instagc,1,13763729,USA,,,75.182.89.225,[IS_A],[IS_A],LUPUS DISCOID LUPUS,N/A,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 21:39:00,,1313399073,7/2/2014 21:38:50,clixsense,1,17950689,GBR,X5,Cardiff,89.168.38.216,[DIAGNOSE_BY_TEST_OR_DRUG],[DIAGNOSE_BY_TEST_OR_DRUG],erythematosus,NONE,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240907,7/2/2014 22:10:12,,1313420788,7/2/2014 22:09:10,onestopgpt,1,21275875,CAN,ON,Hamilton,216.209.129.161,[IS_A],[IS_A],systemic lupus induced LUPUS DISCOID LUPUS,N/A,124,108,137,113,-1,RO-cause_of,900294,,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregnancy (n = 5) and medicines (n = 6",DISCOID LUPUS,LUPUS
494240908,6/27/2014 17:34:24,,1306263569,6/27/2014 17:33:12,bitcoinget,1,23510223,GBR,H9,London,86.143.16.29,[NONE],[NONE],N/A,both are related (symptoms) to a 3rd word (conjunctivitis) but not related to each other,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,6/27/2014 17:37:13,,1306265519,6/27/2014 17:36:30,neodev,1,11460728,CAN,BC,Burnaby,70.79.16.165,[ASSOCIATED_WITH],[ASSOCIATED_WITH],ALLERGIES and HYPERSENSITIVITY,associated with,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,6/27/2014 17:46:55,,1306272814,6/27/2014 17:46:49,prodege,1,12944140,GBR,C8,Croydon,92.21.0.165,[NONE],[NONE],n/a,n/a,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,6/28/2014 04:31:16,,1306832008,6/28/2014 04:30:53,superrewards,1,23067591,USA,VA,Earlysville,71.48.142.94,[IS_A],[IS_A],but ALLERGIES and HYPERSENSITIVITY,Na,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,6/28/2014 17:11:22,,1307108237,6/28/2014 17:09:30,clixsense,1,6338026,USA,IL,Round Lake,24.12.122.13,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and,n/a,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,6/28/2014 19:27:51,,1307402258,6/28/2014 19:27:40,clixsense,1,17950689,GBR,X5,Cardiff,89.168.38.216,[PREVENTS],[PREVENTS],ALLERGIES,NONE,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,6/29/2014 15:55:11,,1309055739,6/29/2014 15:54:28,neodev,1,14861092,GBR,A7,Birmingham,90.194.128.8,[NONE],[NONE],N/A,different problems,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,6/30/2014 02:41:33,,1310040310,6/30/2014 02:40:36,instagc,1,19636746,USA,NY,Canandaigua,192.182.211.200,[SYMPTOM],[SYMPTOM],causes of conjunctivitis ALLERGIES and HYPERSENSITIVITY,NA,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,6/30/2014 09:17:33,,1310271044,6/30/2014 09:17:17,piyoogle,1,26715273,USA,AZ,Phoenix,23.105.14.54,[NONE],[NONE],cc,cf,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,7/1/2014 08:31:42,,1311387854,7/1/2014 08:31:22,prodege,1,15439740,AUS,2,Jannali,27.96.208.89,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and,N/A,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,7/1/2014 22:37:21,,1312150073,7/1/2014 22:35:51,neodev,1,27608448,USA,SC,Graniteville,24.145.86.46,[ASSOCIATED_WITH],[ASSOCIATED_WITH],ALLERGIES and HYPERSENSITIVITY also,N/A,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,7/2/2014 04:09:19,,1312475796,7/2/2014 04:08:38,clixsense,1,11787474,USA,IL,Charleston,67.58.244.234,[NONE],[NONE],N/A,"They are both separate possible causes for a disease, not related to one another",71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,7/2/2014 04:17:43,,1312482654,7/2/2014 04:16:23,rewardsspot,1,24482174,GBR,H9,London,46.23.68.180,[SYMPTOM],[SYMPTOM],ALLERGIES HYPERSENSITIVITY,n/a,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,7/2/2014 14:35:22,,1312985924,7/2/2014 14:34:07,prodege,1,14848125,GBR,V2,Glasgow,86.130.194.252,[ASSOCIATED_WITH],[ASSOCIATED_WITH],ALLERGIES and HYPERSENSITIVITY,n/a,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240908,7/2/2014 17:36:55,,1313110419,7/2/2014 17:36:23,prodege,1,18960400,GBR,H9,London,109.154.7.94,[SYMPTOM],[SYMPTOM],conjunctivitis,dsdssdd,71,85,80,101,-1,RO-cause_of,900055,,"Infectious causes of conjunctivitis should always be investigated, but ALLERGIES and HYPERSENSITIVITY also should be considered if the history is appropriate",ALLERGIES,HYPERSENSITIVITY
494240909,6/28/2014 00:21:27,,1306660647,6/28/2014 00:21:07,prizerebel,1,16316481,CAN,ON,Toronto,99.244.116.246,[ASSOCIATED_WITH],[ASSOCIATED_WITH],associated with,N/A,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,6/29/2014 18:34:56,,1309380534,6/29/2014 18:34:28,prodege,1,15228858,GBR,,,87.115.166.125,[ASSOCIATED_WITH],[ASSOCIATED_WITH],associated with,N/A,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,6/29/2014 19:10:02,,1309498652,6/29/2014 19:07:33,instagc,1,18531561,CAN,ON,Mississauga,99.229.185.45,[ASSOCIATED_WITH],[ASSOCIATED_WITH],are associated with,One describes the other.,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,6/30/2014 15:07:13,,1310536340,6/30/2014 15:06:50,clixsense,1,25419319,GBR,,,90.213.95.128,[ASSOCIATED_WITH],[ASSOCIATED_WITH],associated,n/a,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/1/2014 15:42:44,,1311608971,7/1/2014 15:41:23,neodev,1,18339121,USA,SC,Sumter,173.93.188.194,[ASSOCIATED_WITH],[ASSOCIATED_WITH],are associated with,na,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/1/2014 17:06:48,,1311688581,7/1/2014 17:04:36,clixsense,1,15090608,USA,FL,Melbourne,50.88.43.180,[ASSOCIATED_WITH],[ASSOCIATED_WITH],associated with,N/A,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/1/2014 21:38:09,,1312094673,7/1/2014 21:37:26,clixsense,1,6552684,USA,DE,Wilmington,98.114.2.161,[ASSOCIATED_WITH],[ASSOCIATED_WITH],are associated,n/a,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/2/2014 17:47:50,,1313122371,7/2/2014 17:47:21,prodege,1,18960400,GBR,H9,London,109.154.7.94,[SYMPTOM],[SYMPTOM],keratoconjunctivitis,dsdsdsds,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/2/2014 17:57:17,,1313132530,7/2/2014 17:56:23,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],ATOPIC ATOPIC ECZEMA,n/a,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/2/2014 18:06:50,,1313141857,7/2/2014 18:06:24,neodev,1,18755947,GBR,H2,Accrington,80.47.187.155,[ASSOCIATED_WITH],[ASSOCIATED_WITH],associated with,n/a,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/2/2014 18:30:46,,1313162530,7/2/2014 18:29:33,neodev,1,11460728,CAN,BC,Burnaby,70.79.16.165,[PART_OF],[PART_OF],ATOPIC ATOPIC ECZEMA,part of,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/2/2014 19:02:24,,1313193882,7/2/2014 19:01:13,bitcoinget,1,25255063,GBR,V2,Glasgow,86.174.15.198,[ASSOCIATED_WITH],[ASSOCIATED_WITH],associated with,N/A,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/2/2014 19:12:19,,1313203069,7/2/2014 19:12:01,prizezombie,1,19082757,USA,AL,Birmingham,138.26.152.5,[CAUSES],[CAUSES],are associated with,NA,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/2/2014 20:00:59,,1313295033,7/2/2014 20:00:45,fepcrowdflower,1,17940235,GBR,X5,Cardiff,176.252.22.6,[ASSOCIATED_WITH],[ASSOCIATED_WITH],associated with,N/A,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240909,7/2/2014 20:48:57,,1313365128,7/2/2014 20:48:25,instagc,1,13763729,USA,,,75.182.89.225,[ASSOCIATED_WITH],[ASSOCIATED_WITH],ATOPIC associated with ATOPIC ECZEMA,N/A,59,0,72,6,-1,RO-cause_of,900326,,ATOPIC and vernal keratoconjunctivitis are associated with ATOPIC ECZEMA,ATOPIC ECZEMA,ATOPIC
494240910,6/27/2014 20:29:54,,1306386721,6/27/2014 20:29:45,bitcoinget,1,27786287,USA,FL,Jacksonville,76.106.186.209,[LOCATION],[LOCATION],prevent,because,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,6/27/2014 22:08:17,,1306427970,6/27/2014 22:07:17,bitcoinget,1,27914370,USA,CA,San Francisco,99.110.208.150,[SYMPTOM] [ASSOCIATED_WITH] [SIDE_EFFECT],"[SYMPTOM]
[ASSOCIATED_WITH]
[SIDE_EFFECT]",prevent development,I didn't select none,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,6/28/2014 04:34:19,,1306834128,6/28/2014 04:33:49,superrewards,1,23067591,USA,VA,Earlysville,71.48.142.94,[SYMPTOM],[SYMPTOM],prevent development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA,Na,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,6/28/2014 17:16:33,,1307114599,6/28/2014 17:15:51,clixsense,1,6338026,USA,IL,Round Lake,24.12.122.13,[ASSOCIATED_WITH],[ASSOCIATED_WITH],with,n/a,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,6/29/2014 03:03:30,,1308108008,6/29/2014 03:03:03,bitcoinget,1,26953296,USA,CA,Santa Barbara,98.182.28.189,[PREVENTS],[PREVENTS],prevent,n/a,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,7/2/2014 01:25:06,,1312313160,7/2/2014 01:24:22,instagc,1,25387994,CAN,BC,Cache Creek,208.114.155.3,[SYMPTOM],[SYMPTOM],in patients with,N/A,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,7/2/2014 16:02:28,,1313039124,7/2/2014 16:01:29,instagc,1,21838928,GBR,,,31.51.188.207,[SYMPTOM],[SYMPTOM],development of in patients with,N/A,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,7/2/2014 16:12:04,,1313045289,7/2/2014 16:10:46,prodege,1,7899370,USA,MI,Bay City,71.13.81.162,[SYMPTOM],[SYMPTOM],development of in patients with,n/a,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,7/2/2014 16:33:41,,1313060048,7/2/2014 16:33:12,piyoogle,1,27058262,USA,AZ,Phoenix,23.105.7.135,[PREVENTS] [PART_OF] [SYMPTOM] [ASSOCIATED_WITH] [NONE],"[PREVENTS]
[SYMPTOM]
[ASSOCIATED_WITH]
[PART_OF]
[NONE]",41651651651,65151514514554,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,7/2/2014 17:35:40,,1313109162,7/2/2014 17:35:18,neodev,1,18755947,GBR,H2,Accrington,80.47.187.155,[MANIFESTATION],[MANIFESTATION],HAEMOPHILIC HAEMOPHILIA,N/A,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,7/2/2014 17:49:56,,1313124517,7/2/2014 17:49:25,prodege,1,18960400,GBR,H9,London,109.154.7.94,[LOCATION],[LOCATION],way,dsdssd,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
494240910,7/2/2014 17:51:54,,1313126639,7/2/2014 17:51:37,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],HAEMOPHILIC ARTHROPATHY HAEMOPHILIA,n/a,76,117,99,128,1,RO-cause_of,900312,,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA
